trial_id,final_rg,final_kappa,final_area
0,154.41210960519834,0.0014198295830224472,97750.125779818
1,154.45599887274582,0.00138673755807861,99149.06004252315
2,151.49328872963284,0.0026119161390529833,99154.59637505711
