trial_id,final_rg,final_kappa,final_area
0,150.4185060812666,0.029367662525319638,96839.3216441048
1,146.55284332490848,0.009789918385043395,98075.17775876202
2,149.7438270487549,0.003949266851586142,95155.71811513338
