Step,Agent_ID,X,Y,Theta
4,10,529.6861,226.6184,-0.2544
4,11,564.8143,334.2379,1.3925
4,12,574.1228,432.8934,1.5898
4,13,495.3248,445.1275,1.2327
4,14,414.1906,433.3651,1.8203
4,15,313.3328,438.7351,-1.9612
4,16,391.0929,351.3609,2.7858
4,17,393.6425,258.8011,-1.0417
5,1,245.4653,412.2239,-2.3728
5,2,276.5694,266.8134,-1.6419
5,3,373.5594,199.6030,-1.2646
5,4,520.8533,185.6255,-0.3018
5,5,650.0790,332.0306,0.5689
5,6,627.7412,457.7916,1.0920
5,7,526.4689,572.4224,2.1130
5,8,395.8847,551.2935,2.6403
5,9,459.0129,283.6551,-1.0594
5,10,530.0417,226.8590,-0.2663
5,11,565.0322,334.5477,1.3508
5,12,573.1499,433.9559,1.5699
5,13,495.0395,444.7531,1.2302
5,14,414.1285,433.5160,1.7910
5,15,313.4305,438.3052,-1.9474
5,16,391.5988,350.7547,2.7783
5,17,395.0725,258.5237,-1.0532
6,1,245.6254,411.9704,-2.3895
6,2,277.1765,266.3952,-1.6600
6,3,373.2621,199.8857,-1.3038
6,4,520.5422,185.7727,-0.3188
6,5,650.0549,332.6837,0.5526
6,6,627.9183,457.0179,1.0570
6,7,525.9047,572.4181,2.0991
6,8,395.9498,551.0753,2.6054
6,9,458.8864,284.1330,-1.0710
6,10,530.3595,227.0797,-0.2769
6,11,565.2200,334.8315,1.3104
6,12,572.5222,434.7714,1.5517
6,13,494.8120,444.4307,1.2260
6,14,414.0563,433.5635,1.7636
6,15,313.5323,437.7966,-1.9381
6,16,392.3371,350.1807,2.7706
6,17,396.4984,258.3171,-1.0624
7,1,245.8300,411.7593,-2.4106
7,2,277.6584,266.0520,-1.6745
7,3,372.7474,200.2629,-1.3434
7,4,520.3663,185.8881,-0.3320
7,5,650.0444,333.2717,0.5381
7,6,628.0474,456.3116,1.0262
7,7,525.3983,572.4210,2.0866
7,8,396.0178,550.8694,2.5725
7,9,458.7484,284.5925,-1.0796
7,10,530.5321,227.2947,-0.2939
7,11,565.3784,335.0857,1.2721
7,12,571.9911,435.5091,1.5346
7,13,494.6155,444.1259,1.2208
7,14,413.9825,433.5301,1.7383
7,15,313.6762,437.2299,-1.9276
7,16,393.1088,349.7234,2.7609
7,17,397.7770,258.0919,-1.0752
8,1,245.9778,411.5892,-2.4189
8,2,278.0092,265.7951,-1.6852
8,3,372.2707,200.5727,-1.3738
8,4,520.3481,186.0177,-0.3456
8,5,650.0424,333.8045,0.5249
8,6,628.1447,455.6611,0.9984
8,7,524.9209,572.4292,2.0748
8,8,396.0844,550.6832,2.5425
8,9,458.6013,285.0353,-1.0899
8,10,530.5410,227.4535,-0.3149
8,11,565.5116,335.3135,1.2368
8,12,571.5283,436.1781,1.5192
8,13,494.4431,443.8353,1.2144
8,14,413.9237,433.4908,1.7145
8,15,313.7872,436.7721,-1.9169
8,16,393.6491,349.4190,2.7525
8,17,398.7764,257.8140,-1.0911
9,1,246.1037,411.4814,-2.4324
9,2,278.3042,265.5746,-1.6942
9,3,371.8275,200.8513,-1.4001
9,4,520.3818,186.1349,-0.3576
9,5,650.0465,334.2812,0.5132
9,6,628.2169,455.0717,0.9736
9,7,524.5096,572.4412,2.0647
9,8,396.1501,550.5123,2.5150
9,9,458.4577,285.4384,-1.1031
9,10,530.4994,227.5614,-0.3336
9,11,565.6297,335.5301,1.2047
9,12,571.1296,436.7783,1.5054
9,13,494.2947,443.5666,1.2058
9,14,413.8683,433.4550,1.6924
9,15,313.8598,436.4312,-1.9101
9,16,394.0938,349.1656,2.7434
9,17,399.6003,257.5501,-1.1050
10,1,246.2271,411.4032,-2.4421
10,2,278.5584,265.3813,-1.7020
10,3,371.4216,201.1172,-1.4233
10,4,520.4327,186.2429,-0.3688
10,5,650.0549,334.6977,0.5029
10,6,628.2695,454.5499,0.9521
10,7,524.1545,572.4550,2.0559
10,8,396.2115,550.3615,2.4907
10,9,458.3317,285.7745,-1.1148
10,10,530.4368,227.6380,-0.3495
10,11,565.7413,335.7463,1.1777
10,12,570.7944,437.3088,1.4931
10,13,494.1649,443.3180,1.1913
10,14,413.8087,433.4105,1.6721
10,15,313.9228,436.1694,-1.9025
10,16,394.3730,348.9796,2.7343
10,17,400.2894,257.3204,-1.1166
11,1,246.3239,411.3725,-2.4505
11,2,278.7709,265.2172,-1.7086
11,3,371.0692,201.3563,-1.4430
11,4,520.4826,186.3421,-0.3792
11,5,650.0658,335.0613,0.4939
11,6,628.2957,454.0998,0.9346
11,7,523.8618,572.4687,2.0487
11,8,396.2672,550.2315,2.4697
11,9,458.2231,286.0518,-1.1245
11,10,530.3723,227.6929,-0.3626
11,11,565.8303,335.9225,1.1571
11,12,570.5168,437.7531,1.4812
11,13,494.0619,443.1150,1.1766
11,14,413.7639,433.3961,1.6547
11,15,313.9653,435.9756,-1.8961
11,16,394.5325,348.8470,2.7263
11,17,400.8567,257.1224,-1.1264
12,1,246.4010,411.3613,-2.4576
12,2,278.9422,265.0836,-1.7139
12,3,370.7781,201.5595,-1.4591
12,4,520.5216,186.4097,-0.3866
12,5,650.0801,335.4320,0.4848
12,6,628.2547,453.6814,0.9224
12,7,523.6175,572.4819,2.0427
12,8,396.3134,550.1271,2.4527
12,9,458.1322,286.2754,-1.1324
12,10,530.3235,227.7283,-0.3719
12,11,565.8994,336.0611,1.1417
12,12,570.2729,438.0963,1.4666
12,13,493.9919,442.9764,1.1629
12,14,413.7369,433.4110,1.6406
12,15,313.9952,435.8256,-1.8907
12,16,394.6194,348.7547,2.7198
12,17,401.3109,256.9565,-1.1342
13,1,246.4598,411.3575,-2.4631
13,2,279.0717,264.9816,-1.7179
13,3,370.5531,201.7198,-1.4715
13,4,520.5559,186.4737,-0.3929
13,5,650.0941,335.7277,0.4775
13,6,628.2079,453.3574,0.9135
13,7,523.4252,572.4873,2.0378
13,8,396.3489,550.0493,2.4398
13,9,458.0605,286.4470,-1.1385
13,10,530.2822,227.7537,-0.3788
13,11,565.9501,336.1638,1.1307
13,12,570.0850,438.3390,1.4554
13,13,493.9447,442.8824,1.1516
13,14,413.7235,433.4437,1.6300
13,15,314.0154,435.7113,-1.8865
13,16,394.6667,348.6897,2.7148
13,17,401.6559,256.8252,-1.1403
14,1,246.5020,411.3549,-2.4671
14,2,279.1638,264.9130,-1.7214
14,3,370.3983,201.8306,-1.4800
14,4,520.5789,186.5192,-0.3971
14,5,650.1051,335.9312,0.4725
14,6,628.1723,453.1364,0.9076
14,7,523.2949,572.4915,2.0345
14,8,396.3731,549.9971,2.4310
14,9,458.0092,286.5674,-1.1426
14,10,530.2545,227.7695,-0.3832
14,11,565.9836,336.2321,1.1235
14,12,569.9567,438.4972,1.4480
14,13,493.9142,442.8209,1.1435
14,14,413.7186,433.4814,1.6229
14,15,314.0274,435.6311,-1.8833
14,16,394.6925,348.6441,2.7112
14,17,401.8920,256.7308,-1.1445
15,1,246.5283,411.3523,-2.4694
15,2,279.2201,264.8754,-1.7237
15,3,370.3113,201.8919,-1.4848
15,4,520.5919,186.5486,-0.3996
15,5,650.1113,336.0458,0.4698
15,6,628.1526,453.0117,0.9043
15,7,523.2192,572.4893,2.0324
15,8,396.3864,549.9685,2.4260
15,9,457.9790,286.6377,-1.1450
15,10,530.2383,227.7783,-0.3855
15,11,566.0023,336.2701,1.1194
15,12,569.8837,438.5859,1.4440
15,13,493.8972,442.7866,1.1388
15,14,413.7168,433.5136,1.6190
15,15,314.0334,435.5836,-1.8810
15,16,394.7065,348.6117,2.7087
15,17,402.0253,256.6751,-1.1468
16,1,246.5426,411.3507,-2.4704
16,2,279.2505,264.8557,-1.7246
16,3,370.2646,201.9249,-1.4872
16,4,520.5991,186.5647,-0.4005
16,5,650.1147,336.1073,0.4686
16,6,628.1423,452.9449,0.9028
16,7,523.1786,572.4879,2.0317
16,8,396.3935,549.9532,2.4235
16,9,457.9628,286.6752,-1.1460
16,10,530.2294,227.7829,-0.3864
16,11,566.0121,336.2903,1.1175
16,12,569.8443,438.6335,1.4420
16,13,493.8882,442.7683,1.1365
16,14,413.7154,433.5392,1.6177
16,15,314.0366,435.5582,-1.8790
16,16,394.7141,348.5862,2.7070
16,17,402.0964,256.6451,-1.1477
17,1,246.5506,411.3497,-2.4704
17,2,279.2669,264.8454,-1.7246
17,3,370.2397,201.9424,-1.4881
17,4,520.6029,186.5732,-0.4005
17,5,650.1165,336.1400,0.4684
17,6,628.1368,452.9093,0.9025
17,7,523.1570,572.4872,2.0317
17,8,396.3972,549.9451,2.4225
17,9,457.9542,286.6951,-1.1461
17,10,530.2245,227.7853,-0.3864
17,11,566.0173,336.3010,1.1169
17,12,569.8234,438.6587,1.4414
17,13,493.8836,442.7588,1.1355
17,14,413.7142,433.5623,1.6181
17,15,314.0374,435.5451,-1.8774
17,16,394.7188,348.5630,2.7055
17,17,402.1341,256.6292,-1.1477
18,1,246.5548,411.3492,-2.4699
18,2,279.2753,264.8399,-1.7241
18,3,370.2265,201.9515,-1.4881
18,4,520.6052,186.5775,-0.4001
18,5,650.1175,336.1573,0.4689
18,6,628.1335,452.8905,0.9028
18,7,523.1458,572.4868,2.0322
18,8,396.3993,549.9409,2.4225
18,9,457.9496,286.7055,-1.1456
18,10,530.2217,227.7865,-0.3859
18,11,566.0199,336.3064,1.1170
18,12,569.8127,438.6718,1.4415
18,13,493.8813,442.7538,1.1355
18,14,413.7132,433.5844,1.6194
18,15,314.0337,435.5403,-1.8761
18,16,394.7256,348.5389,2.7041
18,17,402.1537,256.6207,-1.1472
19,1,246.5571,411.3489,-2.4691
19,2,279.2794,264.8371,-1.7233
19,3,370.2195,201.9563,-1.4875
19,4,520.6064,186.5797,-0.3992
19,5,650.1180,336.1663,0.4696
19,6,628.1316,452.8808,0.9035
19,7,523.1399,572.4866,2.0331
19,8,396.4003,549.9387,2.4230
19,9,457.9472,286.7108,-1.1447
19,10,530.2200,227.7870,-0.3850
19,11,566.0212,336.3091,1.1177
19,12,569.8073,438.6785,1.4421
19,13,493.8802,442.7514,1.1360
19,14,413.7123,433.6071,1.6215
19,15,314.0267,435.5403,-1.8750
19,16,394.7343,348.5129,2.7026
19,17,402.1638,256.6162,-1.1464
20,1,246.5582,411.3487,-2.4681
20,2,279.2815,264.8358,-1.7222
20,3,370.2160,201.9588,-1.4866
20,4,520.6071,186.5809,-0.3982
20,5,650.1183,336.1708,0.4707
20,6,628.1305,452.8759,0.9046
20,7,523.1370,572.4865,2.0342
20,8,396.4008,549.9377,2.4239
20,9,457.9460,286.7134,-1.1437
20,10,530.2191,227.7873,-0.3840
20,11,566.0217,336.3104,1.1186
20,12,569.8047,438.6818,1.4430
20,13,493.8798,442.7502,1.1369
20,14,413.7116,433.6323,1.6242
20,15,314.0193,435.5421,-1.8741
20,16,394.7428,348.4843,2.7009
20,17,402.1686,256.6140,-1.1453
21,1,246.5588,411.3486,-2.4669
21,2,279.2824,264.8353,-1.7211
21,3,370.2142,201.9601,-1.4855
21,4,520.6074,186.5814,-0.3970
21,5,650.1185,336.1730,0.4718
21,6,628.1299,452.8736,0.9057
21,7,523.1357,572.4864,2.0354
21,8,396.4011,549.9372,2.4250
21,9,457.9453,286.7146,-1.1425
21,10,530.1971,227.7498,-0.3848
21,11,566.0428,336.3476,1.1231
21,12,569.8036,438.6833,1.4441
21,13,493.8796,442.7497,1.1380
21,14,413.7112,433.6611,1.6274
21,15,314.0141,435.5439,-1.8730
21,16,394.7483,348.4533,2.6989
21,17,402.1707,256.6129,-1.1442
22,1,246.5590,411.3485,-2.4656
22,2,279.2827,264.8352,-1.7198
22,3,370.2134,201.9607,-1.4843
22,4,520.6076,186.5816,-0.3957
22,5,650.1186,336.1739,0.4731
22,6,628.1295,452.8727,0.9071
22,7,523.1353,572.4863,2.0366
22,8,396.4012,549.9370,2.4262
22,9,457.9451,286.7150,-1.1412
22,10,530.1212,227.6178,-0.3911
22,11,566.1188,336.4804,1.1375
22,12,569.8033,438.6838,1.4454
22,13,493.8797,442.7496,1.1392
22,14,413.7114,433.6943,1.6312
22,15,314.0113,435.5450,-1.8719
22,16,394.7509,348.4191,2.6966
22,17,402.1714,256.6124,-1.1429
23,1,246.5591,411.3484,-2.4642
23,2,279.2828,264.8353,-1.7184
23,3,370.2131,201.9610,-1.4829
23,4,520.6077,186.5817,-0.3944
23,5,650.1186,336.1741,0.4745
23,6,628.1293,452.8724,0.9084
23,7,523.1352,572.4863,2.0380
23,8,396.4013,549.9370,2.4276
23,9,457.9450,286.7150,-1.1399
23,10,530.0322,227.4655,-0.3990
23,11,566.2073,336.6325,1.1551
23,12,569.8033,438.6838,1.4467
23,13,493.8798,442.7496,1.1405
23,14,413.7123,433.7321,1.6355
23,15,314.0097,435.5457,-1.8706
23,16,394.7512,348.3808,2.6938
23,17,402.1713,256.6122,-1.1415
24,1,246.5592,411.3484,-2.4627
24,2,279.2827,264.8355,-1.7170
24,3,370.2131,201.9610,-1.4815
24,4,520.5691,186.5465,-0.3941
24,5,650.1187,336.1741,0.4759
24,6,628.1291,452.8725,0.9099
24,7,523.1353,572.4863,2.0394
24,8,396.4013,549.9370,2.4290
24,9,457.9646,286.6454,-1.1353
24,10,529.9628,227.3195,-0.4058
24,11,566.3151,336.8131,1.1765
24,12,569.8036,438.6836,1.4481
24,13,493.8799,442.7498,1.1419
24,14,413.7151,433.7836,1.6412
24,15,313.9935,435.5537,-1.8700
24,16,394.7441,348.3918,2.6907
24,17,402.1709,256.6122,-1.1401
25,1,246.5591,411.3484,-2.4612
25,2,279.2825,264.8357,-1.7155
25,3,370.2132,201.9610,-1.4800
25,4,520.5298,186.5181,-0.3930
25,5,650.1187,336.1738,0.4774
25,6,628.1290,452.8728,0.9114
25,7,523.1356,572.4863,2.0409
25,8,396.4013,549.9371,2.4306
25,9,458.0366,286.3850,-1.1211
25,10,529.9152,227.3312,-0.4057
25,11,566.4637,337.0557,1.2055
25,12,569.8039,438.6833,1.4496
25,13,493.8801,442.7500,1.1434
25,14,413.7228,433.8742,1.6504
25,15,313.9558,435.5721,-1.8705
25,16,394.7023,348.5428,2.6872
25,17,402.1704,256.6123,-1.1386
26,1,246.5591,411.3484,-2.4597
26,2,279.2823,264.8359,-1.7139
26,3,370.2133,201.9610,-1.4784
26,4,520.5336,186.5221,-0.3933
26,5,650.1187,336.1736,0.4789
26,6,628.1289,452.8731,0.9130
26,7,523.1358,572.4863,2.0425
26,8,396.4013,549.9373,2.4321
26,9,458.0742,286.2541,-1.0968
26,10,529.8336,227.2652,-0.4028
26,11,566.6160,337.2996,1.2368
26,12,569.8043,438.6830,1.4511
26,13,493.8802,442.7502,1.1449
26,14,413.7367,433.9956,1.6631
26,15,313.9090,435.7981,-1.8579
26,16,394.6615,348.4660,2.6899
26,17,402.1698,256.6124,-1.1370
27,1,246.5590,411.3483,-2.4581
27,2,279.2820,264.8362,-1.7123
27,3,370.2135,201.9609,-1.4768
27,4,520.5883,186.5645,-0.3950
27,5,650.1187,336.1732,0.4805
27,6,628.1288,452.8735,0.9146
27,7,523.1361,572.4863,2.0441
27,8,396.4012,549.9373,2.4338
27,9,458.1211,286.0665,-1.0632
27,10,529.7536,227.1380,-0.3980
27,11,566.7710,337.5428,1.2698
27,12,569.8046,438.6826,1.4527
27,13,493.8804,442.7503,1.1465
27,14,413.7614,434.1703,1.6816
27,15,313.6500,436.4495,-1.8333
27,16,394.8091,348.0161,2.7022
27,17,402.0952,256.6621,-1.1319
28,1,246.6618,411.5707,-2.4454
28,2,279.1720,264.6128,-1.6908
28,3,370.0141,202.0067,-1.4847
28,4,520.6425,186.6053,-0.3967
28,5,650.1187,336.1729,0.4822
28,6,628.1288,452.8739,0.9163
28,7,523.1364,572.4863,2.0457
28,8,396.4012,549.9374,2.4354
28,9,458.1529,285.9396,-1.0284
28,10,529.7366,227.0576,-0.3952
28,11,566.9261,337.7805,1.3041
28,12,569.8049,438.6823,1.4544
28,13,493.8806,442.7505,1.1482
28,14,413.7892,434.3429,1.7015
28,15,313.3956,437.0882,-1.8072
28,16,394.9575,347.5391,2.7155
28,17,401.6188,257.0555,-1.0993
29,1,246.9097,412.0538,-2.4153
29,2,278.9340,264.1310,-1.6423
29,3,369.6102,202.1068,-1.5040
29,4,520.6213,186.5889,-0.3960
29,5,650.1187,336.1726,0.4839
29,6,628.1287,452.8742,0.9181
29,7,523.1366,572.4863,2.0474
29,8,396.4012,549.9376,2.4372
29,9,458.1650,285.8930,-0.9920
29,10,529.7001,227.0548,-0.3946
29,11,567.0759,338.0038,1.3385
29,12,569.8052,438.6820,1.4561
29,13,493.8807,442.7506,1.1499
29,14,413.8213,434.5140,1.7226
29,15,313.1545,437.7188,-1.7796
29,16,395.1006,347.0329,2.7294
29,17,400.9412,257.6703,-1.0433
30,1,247.1340,412.5079,-2.3848
30,2,278.7092,263.6772,-1.5917
30,3,369.3923,202.1608,-1.5161
30,4,520.6199,186.5877,-0.3959
30,5,650.2017,336.1762,0.4932
30,6,628.1287,452.8745,0.9198
30,7,523.1368,572.4863,2.0492
30,8,396.4012,549.9376,2.4390
30,9,458.1738,285.8557,-0.9558
30,10,529.7070,227.0603,-0.3947
30,11,567.1786,338.2710,1.3723
30,12,569.8054,438.6817,1.4579
30,13,493.8808,442.7508,1.1516
30,14,413.8594,434.6888,1.7454
30,15,312.9208,438.3620,-1.7503
30,16,395.2381,346.4994,2.7441
30,17,400.2197,258.3759,-0.9720
31,1,247.3532,412.9499,-2.3540
31,2,278.4884,263.2354,-1.5404
31,3,369.3080,202.3740,-1.5046
31,4,520.5931,186.5671,-0.3951
31,5,650.3152,335.7246,0.5166
31,6,628.1287,452.8748,0.9217
31,7,523.1370,572.4863,2.0510
31,8,396.4012,549.9377,2.4408
31,9,458.1752,285.8579,-0.9211
31,10,529.6625,227.0584,-0.3942
31,11,567.0988,338.8139,1.4062
31,12,569.8057,438.6814,1.4596
31,13,493.8809,442.7509,1.1534
31,14,413.9022,434.8607,1.7694
31,15,312.7034,439.0052,-1.7191
31,16,395.3666,345.9280,2.7591
31,17,399.7165,258.8728,-0.9129
32,1,247.5742,413.3878,-2.3226
32,2,278.2667,262.7977,-1.4882
32,3,369.3092,202.9255,-1.4541
32,4,520.4994,186.4960,-0.3921
32,5,650.3101,334.7347,0.5410
32,6,628.1286,452.8750,0.9235
32,7,523.1372,572.4863,2.0528
32,8,396.4012,549.9378,2.4426
32,9,458.1785,285.8410,-0.8877
32,10,529.4461,227.0661,-0.3899
32,11,566.9456,339.3741,1.4357
32,12,569.8059,438.6812,1.4615
32,13,493.8810,442.7510,1.1552
32,14,413.9518,435.0348,1.7950
32,15,312.4993,439.6511,-1.6864
32,16,395.4815,345.3491,2.7750
32,17,399.3206,259.3008,-0.8578
33,1,247.9519,414.1096,-2.2754
33,2,278.3788,262.1006,-1.4541
33,3,369.3070,203.4348,-1.4003
33,4,520.2916,186.3369,-0.3856
33,5,650.4056,333.6197,0.5764
33,6,627.9913,452.7133,0.9420
33,7,523.1374,572.4863,2.0546
33,8,396.4011,549.9379,2.4445
33,9,458.1811,285.8235,-0.8575
33,10,528.9454,227.0976,-0.3797
33,11,566.8627,339.6763,1.4556
33,12,569.8061,438.6810,1.4633
33,13,493.8811,442.7511,1.1571
33,14,414.0064,435.2044,1.8217
33,15,312.3153,440.2884,-1.6520
33,16,395.5809,344.7543,2.7911
33,17,399.0091,259.6736,-0.8061
34,1,248.3577,414.8448,-2.2219
34,2,278.3053,261.3916,-1.4207
34,3,369.4557,204.0074,-1.3528
34,4,520.0247,186.1296,-0.3772
34,5,650.6580,332.5455,0.6257
34,6,627.5726,452.2265,0.9974
34,7,523.1375,572.4863,2.0565
34,8,396.3185,550.2952,2.4822
34,9,458.1847,285.7875,-0.8308
34,10,528.2947,227.1340,-0.3664
34,11,566.8181,339.8392,1.4691
34,12,569.8063,438.6808,1.4652
34,13,493.9640,442.3915,1.1566
34,14,414.0629,435.3625,1.8485
34,15,312.1561,440.8861,-1.6175
34,16,395.6624,344.1899,2.8072
34,17,398.7872,259.9713,-0.7608
35,1,248.7125,415.4652,-2.1707
35,2,277.9392,260.7626,-1.3889
35,3,369.8229,204.6916,-1.3029
35,4,519.6880,185.9505,-0.3610
35,5,651.2469,331.9858,0.7088
35,6,627.2051,451.8152,1.0543
35,7,523.1512,572.4166,2.0648
35,8,396.2304,550.6876,2.5303
35,9,458.1859,285.7873,-0.8097
35,10,527.6995,227.0928,-0.3518
35,11,566.6295,339.7806,1.4833
35,12,569.9716,438.8276,1.4818
35,13,494.0507,442.0058,1.1550
35,14,414.0958,435.4532,1.8676
35,15,312.0110,441.3289,-1.5930
35,16,395.7617,343.7765,2.8228
35,17,398.5422,260.4077,-0.7214
36,1,249.0396,416.0003,-2.1212
36,2,277.5732,260.2184,-1.3550
36,3,370.0914,205.2087,-1.2513
36,4,519.4846,185.8873,-0.3231
36,5,651.8506,331.6924,0.7983
36,6,626.8866,451.4729,1.1084
36,7,523.2141,571.9328,2.1146
36,8,396.1579,551.0325,2.5786
36,9,458.1882,285.8090,-0.7915
36,10,527.7333,226.9072,-0.3416
36,11,566.3492,339.5957,1.5053
36,12,570.2369,439.0577,1.5042
36,13,494.2257,441.6934,1.1618
36,14,414.1135,435.5020,1.8808
36,15,311.8357,441.7603,-1.5760
36,16,395.8018,343.3506,2.8410
36,17,397.5516,261.0803,-0.6823
37,1,249.3444,416.4636,-2.0732
37,2,277.2664,259.7538,-1.3183
37,3,370.2476,205.6527,-1.1990
37,4,519.8335,185.3922,-0.2968
37,5,652.3709,331.5356,0.8819
37,6,626.5568,451.0327,1.1652
37,7,523.2862,571.4799,2.1684
37,8,396.0902,551.3914,2.6316
37,9,458.1990,285.9517,-0.7688
37,10,527.5552,227.1016,-0.3333
37,11,566.0872,339.4111,1.5272
37,12,570.4910,439.2665,1.5273
37,13,494.7472,441.4828,1.2039
37,14,414.1230,435.5282,1.8899
37,15,311.6345,442.2357,-1.5632
37,16,395.5491,342.7786,2.8603
37,17,396.2601,261.7576,-0.6414
38,1,249.6294,416.8655,-2.0269
38,2,276.9902,259.3532,-1.2791
38,3,370.3395,206.0755,-1.1461
38,4,520.2606,184.8751,-0.2638
38,5,652.7338,331.4497,0.9490
38,6,626.2570,450.6256,1.2198
38,7,523.3351,571.0961,2.2200
38,8,396.0322,551.7347,2.6855
38,9,458.2162,286.1438,-0.7474
38,10,527.2753,227.4253,-0.3224
38,11,565.8402,339.2392,1.5489
38,12,570.7333,439.4510,1.5498
38,13,495.2235,441.2705,1.2496
38,14,414.1281,435.5422,1.8964
38,15,311.4468,442.7014,-1.5530
38,16,395.3157,342.2090,2.8818
38,17,395.0657,262.3690,-0.5963
39,1,249.9017,417.2211,-1.9818
39,2,276.7285,258.9990,-1.2385
39,3,370.3931,206.4858,-1.0930
39,4,520.7612,184.3441,-0.2265
39,5,653.0009,331.4054,1.0033
39,6,625.9739,450.2707,1.2728
39,7,523.2852,570.8154,2.2717
39,8,395.9838,552.0607,2.7390
39,9,458.2318,286.4366,-0.7287
39,10,526.9044,227.7954,-0.3091
39,11,565.5751,339.0676,1.5704
39,12,571.0829,439.5190,1.5695
39,13,495.6473,441.0538,1.2955
39,14,414.1308,435.5497,1.9011
39,15,311.2803,443.1583,-1.5440
39,16,395.1023,341.6564,2.9060
39,17,393.9631,262.8953,-0.5499
40,1,250.1562,417.5298,-1.9386
40,2,276.4119,258.6675,-1.1967
40,3,370.4243,206.8846,-1.0402
40,4,520.5960,183.8971,-0.1951
40,5,653.2732,331.4037,1.0551
40,6,625.6974,449.9519,1.3253
40,7,523.0922,570.6486,2.3263
40,8,395.9446,552.3721,2.7918
40,9,458.1869,286.4229,-0.6836
40,10,526.6424,228.0336,-0.2973
40,11,565.2639,338.8842,1.5909
40,12,571.6212,439.4282,1.5867
40,13,496.0457,440.8365,1.3427
40,14,414.1323,435.5536,1.9047
40,15,311.1072,443.7285,-1.5346
40,16,394.9718,341.2479,2.9315
40,17,392.9996,263.4486,-0.5037
41,1,250.4093,417.8131,-1.8959
41,2,276.1208,258.3703,-1.1547
41,3,370.4431,207.2723,-0.9878
41,4,520.4803,183.5594,-0.1565
41,5,653.5081,331.4143,1.1015
41,6,625.4256,449.6541,1.3773
41,7,522.9983,570.4116,2.3794
41,8,395.9143,552.6711,2.8436
41,9,458.1042,286.1451,-0.6171
41,10,526.2388,228.3248,-0.2899
41,11,565.0054,338.7443,1.6095
41,12,572.0010,439.4192,1.6050
41,13,496.4183,440.6169,1.3910
41,14,414.1331,435.5556,1.9074
41,15,310.9456,444.3707,-1.5244
41,16,394.8762,340.9185,2.9600
41,17,392.1839,263.9671,-0.4551
42,1,250.6631,418.0755,-1.8532
42,2,275.8465,258.1005,-1.1128
