time,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17
1.350000,2.027071,2.001999,2.013814,2.048116,2.009302,2.014787,2.000492,1.972707,0.087822,2.008793,0.359709,1.024253,0.040149,0.031762,1.834878,0.038503,0.813380
1.366667,2.027428,2.001990,2.012770,2.047504,2.009116,2.015493,2.000521,1.972639,0.089162,2.004396,0.335016,1.062275,0.040021,0.031316,1.844826,0.038767,0.798513
1.383333,2.027715,2.001968,2.011664,2.046348,2.009014,2.016220,2.000524,1.972559,0.090630,1.998368,0.315957,1.099784,0.039902,0.030985,1.852927,0.039040,0.782943
1.400000,2.027901,2.001938,2.011221,2.044511,2.009058,2.016588,2.000485,1.972487,0.090130,1.989990,0.306738,1.118997,0.039885,0.030790,1.857129,0.039118,0.786867
1.416667,2.028177,2.001932,2.010958,2.043991,2.008964,2.016320,2.000475,1.972428,0.089726,1.984290,0.300964,1.129092,0.039947,0.030655,1.859212,0.039093,0.794461
1.433333,2.028519,2.001914,2.011064,2.043484,2.008843,2.015843,2.000482,1.971877,0.089177,1.982436,0.295383,1.134798,0.040003,0.030555,1.860297,0.039039,0.798697
1.450000,2.028592,2.001909,2.011026,2.043193,2.008896,2.015470,2.000433,1.971417,0.088625,1.981619,0.290910,1.138067,0.039981,0.030611,1.851934,0.039003,0.802891
1.466667,2.028887,2.001870,2.011265,2.044262,2.009131,2.015336,2.000378,1.970904,0.087370,1.983926,0.293951,1.139857,0.039613,0.030943,1.841094,0.039008,0.796503
1.483333,2.029016,2.001821,2.011673,2.045419,2.009422,2.015482,2.000329,1.970338,0.084889,1.986521,0.298903,1.140805,0.039226,0.031303,1.831272,0.038970,0.794143
1.500000,2.029007,2.001778,2.012147,2.046055,2.009482,2.015438,2.000293,1.969732,0.082856,1.987110,0.304606,1.121469,0.039109,0.031592,1.821986,0.038949,0.792412
1.516667,2.028889,2.001754,2.012703,2.046434,2.009668,2.015361,2.000274,1.969072,0.080645,1.986707,0.317657,1.101083,0.038900,0.031836,1.813007,0.039045,0.794986
1.533333,2.028772,2.001768,2.013219,2.048347,2.009769,2.015326,2.000263,1.968322,0.077248,1.988368,0.329448,1.080070,0.038800,0.032145,1.800230,0.038999,0.818553
1.550000,2.028706,2.001799,2.013425,2.051473,2.009928,2.015299,2.000246,1.967603,0.074722,1.992333,0.339932,1.057298,0.038948,0.032405,1.774857,0.039089,0.833659
1.566667,2.028494,2.001826,2.013539,2.052871,2.010180,2.015211,2.000236,1.967245,0.073304,1.994734,0.345059,1.042748,0.039131,0.032643,1.752641,0.039132,0.842384
1.583333,2.028723,2.001842,2.013597,2.053059,2.010316,2.015107,2.000258,1.967071,0.072638,1.994897,0.347439,1.035730,0.039238,0.032771,1.740819,0.039162,0.847468
1.600000,2.029040,2.001844,2.013560,2.052821,2.010325,2.014996,2.000267,1.967171,0.072370,1.993531,0.348642,1.032316,0.039328,0.032819,1.734567,0.039232,0.848043
1.616667,2.029317,2.001871,2.013795,2.052614,2.010241,2.014917,2.000268,1.968092,0.073213,1.992067,0.349185,1.030542,0.039402,0.032938,1.731326,0.039238,0.831110
1.633333,2.030086,2.001792,2.012964,2.051100,2.010287,2.013706,2.000322,1.968843,0.075015,1.986590,0.349806,1.013439,0.039405,0.032862,1.742015,0.039226,0.814728
1.650000,2.030692,2.001731,2.011821,2.048963,2.010248,2.013247,2.000376,1.969435,0.077594,1.978560,0.343035,1.005307,0.039405,0.032505,1.761439,0.039391,0.798868
1.666667,2.031230,2.001696,2.011021,2.046946,2.010202,2.012895,2.000431,1.969823,0.080147,1.969269,0.334247,0.998387,0.039380,0.032222,1.777818,0.039542,0.784598
1.683333,2.031789,2.001684,2.010447,2.045402,2.010120,2.012543,2.000487,1.969927,0.081677,1.961586,0.321156,1.005971,0.039328,0.031804,1.790927,0.039626,0.774508
1.700000,2.032329,2.001682,2.009795,2.044706,2.009947,2.012657,2.000540,1.969836,0.082141,1.958221,0.301186,1.039733,0.039078,0.031421,1.801901,0.039832,0.764004
1.716667,2.032958,2.001649,2.009099,2.044637,2.009764,2.013050,2.000521,1.969728,0.082257,1.957200,0.284279,1.075422,0.038900,0.031161,1.810697,0.040105,0.752145
1.733333,2.033345,2.001608,2.008635,2.043705,2.009588,2.012899,2.000494,1.969637,0.082715,1.949582,0.275981,1.092425,0.038882,0.031013,1.815333,0.040283,0.745605
1.750000,2.033538,2.001603,2.008001,2.043128,2.009362,2.012270,2.000498,1.969581,0.083142,1.941133,0.271712,1.100737,0.038940,0.030910,1.817693,0.040354,0.750173
1.766667,2.033547,2.001655,2.008095,2.041494,2.009169,2.011605,2.000500,1.969559,0.083276,1.928971,0.269311,1.105290,0.039022,0.030857,1.815449,0.040304,0.767025
1.783333,2.032832,2.001718,2.008364,2.040574,2.009135,2.011413,2.000440,1.969116,0.083215,1.921298,0.267396,1.107769,0.039055,0.030957,1.799224,0.040298,0.778124
1.800000,2.032044,2.001797,2.009038,2.040552,2.009340,2.011706,2.000374,1.968414,0.081709,1.917223,0.269895,1.109490,0.038874,0.031241,1.779440,0.040141,0.805862
1.816667,2.031476,2.001805,2.009416,2.040970,2.009532,2.012066,2.000313,1.967819,0.079671,1.916986,0.276389,1.099850,0.038629,0.031638,1.763200,0.040041,0.817742
1.833333,2.031407,2.001774,2.009727,2.041413,2.009575,2.012131,2.000273,1.967147,0.078001,1.917060,0.282533,1.075734,0.038562,0.031926,1.756899,0.039924,0.820961
1.850000,2.032054,2.001721,2.010049,2.042089,2.009600,2.011956,2.000246,1.966414,0.076543,1.918860,0.288429,1.055757,0.038509,0.032177,1.745250,0.039877,0.822618
1.866667,2.032964,2.001669,2.010234,2.042770,2.009571,2.011993,2.000226,1.965596,0.075113,1.922760,0.298974,1.024942,0.038517,0.032578,1.723973,0.039952,0.826015
1.883333,2.033404,2.001618,2.010119,2.044105,2.009512,2.012019,2.000198,1.964873,0.073642,1.930420,0.304457,0.998480,0.038682,0.033007,1.699462,0.039878,0.825345
1.900000,2.032775,2.001595,2.010028,2.045325,2.009639,2.012063,2.000177,1.964518,0.072739,1.934977,0.306044,0.985450,0.038854,0.033332,1.665015,0.039772,0.823101
1.916667,2.032204,2.001606,2.009989,2.045110,2.009702,2.012020,2.000185,1.964327,0.072214,1.936740,0.306752,0.979082,0.038948,0.033553,1.638530,0.039763,0.822207
1.933333,2.032240,2.001625,2.009639,2.044656,2.009764,2.011870,2.000207,1.964825,0.071879,1.938213,0.307169,0.976112,0.039025,0.033644,1.624211,0.039828,0.819906
1.950000,2.032509,2.001637,2.008975,2.045065,2.009748,2.011761,2.000212,1.965798,0.071888,1.941617,0.307307,0.974575,0.039107,0.033649,1.619271,0.040030,0.805864
1.966667,2.033678,2.001629,2.008605,2.045608,2.009712,2.011847,2.000230,1.966562,0.073557,1.942632,0.307293,0.973392,0.039240,0.033299,1.645492,0.040122,0.792135
1.983333,2.034822,2.001613,2.008318,2.044902,2.009668,2.012321,2.000246,1.967204,0.075901,1.935191,0.303098,0.982727,0.039269,0.032967,1.671255,0.040239,0.777405
2.000000,2.035838,2.001633,2.007621,2.043782,2.009644,2.012473,2.000271,1.967685,0.078100,1.926442,0.297938,0.980682,0.039298,0.032598,1.693952,0.040468,0.767071
2.016667,2.035527,2.001688,2.006784,2.042694,2.009593,2.012180,2.000330,1.967716,0.080120,1.917876,0.288364,0.987078,0.039219,0.032143,1.719669,0.040575,0.759831
2.033333,2.034885,2.001740,2.005980,2.042012,2.009490,2.012248,2.000395,1.967382,0.082238,1.910053,0.273265,1.027357,0.038942,0.031722,1.745055,0.040618,0.752126
2.050000,2.034398,2.001898,2.004600,2.041874,2.009353,2.012759,2.000447,1.967018,0.083836,1.904353,0.258540,1.072165,0.038667,0.031435,1.769818,0.040833,0.757000
2.066667,2.034034,2.002021,2.003405,2.041339,2.009276,2.013015,2.000476,1.966765,0.084957,1.894973,0.250933,1.095334,0.038525,0.031284,1.783523,0.040982,0.765169
2.083333,2.033767,2.002088,2.002200,2.040198,2.009087,2.012591,2.000495,1.966537,0.085788,1.882504,0.246939,1.106901,0.038499,0.031215,1.790229,0.041037,0.773250
2.100000,2.033702,2.002210,2.001244,2.039439,2.008901,2.011975,2.000486,1.965910,0.085728,1.877686,0.244378,1.113279,0.038498,0.031193,1.793747,0.040955,0.796733
2.116667,2.033158,2.002286,2.001102,2.038819,2.008942,2.011518,2.000432,1.965450,0.085626,1.873014,0.243431,1.116876,0.038471,0.031310,1.783354,0.041030,0.798522
2.133333,2.032369,2.002309,2.001726,2.038610,2.009206,2.011610,2.000373,1.964866,0.083880,1.872998,0.247898,1.118823,0.038166,0.031753,1.762429,0.041006,0.802322
2.150000,2.031975,2.002291,2.002757,2.039035,2.009305,2.011601,2.000323,1.964194,0.081234,1.881020,0.252153,1.100832,0.038012,0.032220,1.747935,0.040876,0.805262
2.166667,2.032015,2.002245,2.003668,2.039877,2.009353,2.011610,2.000280,1.963467,0.078863,1.893013,0.255344,1.078148,0.037936,0.032602,1.743670,0.040690,0.804790
2.183333,2.032978,2.002166,2.004503,2.040767,2.009484,2.011689,2.000254,1.962678,0.076671,1.906144,0.261346,1.058282,0.037779,0.032943,1.725853,0.040672,0.802975
2.200000,2.033772,2.002087,2.005433,2.041696,2.009416,2.012111,2.000227,1.961771,0.074777,1.919144,0.268493,1.018277,0.037846,0.033451,1.702002,0.040536,0.801987
2.216667,2.034002,2.002054,2.006027,2.043107,2.009348,2.012149,2.000198,1.960781,0.073395,1.927895,0.273164,0.993826,0.037867,0.033999,1.671247,0.040327,0.794774
2.233333,2.033205,2.002052,2.006340,2.044297,2.009389,2.012193,2.000176,1.960265,0.072407,1.932931,0.275146,0.981842,0.037881,0.034494,1.630432,0.040194,0.794145
2.250000,2.032530,2.002078,2.006456,2.044302,2.009437,2.012160,2.000177,1.960020,0.071844,1.934954,0.276102,0.975988,0.037886,0.034828,1.599899,0.040152,0.795521
2.266667,2.032538,2.002129,2.005988,2.044546,2.009419,2.011998,2.000178,1.960122,0.071422,1.938741,0.276551,0.973302,0.037922,0.034987,1.583363,0.040350,0.786637
2.283333,2.033257,2.002164,2.005360,2.044775,2.009329,2.011892,2.000180,1.961162,0.071519,1.941322,0.276684,0.971923,0.038029,0.034753,1.593310,0.040668,0.775796
2.300000,2.034632,2.002099,2.004679,2.045364,2.009234,2.011813,2.000201,1.962037,0.073171,1.944000,0.276628,0.971220,0.038167,0.034379,1.622740,0.040774,0.764612
2.316667,2.035882,2.002001,2.004048,2.046105,2.009061,2.012179,2.000219,1.962758,0.075174,1.947124,0.273168,0.979575,0.038203,0.034044,1.649797,0.040877,0.753324
2.333333,2.035698,2.001963,2.003526,2.046331,2.008908,2.011872,2.000270,1.963078,0.076504,1.946209,0.269708,0.970315,0.038208,0.033650,1.677403,0.041065,0.740409
2.350000,2.035134,2.001956,2.002656,2.045639,2.008762,2.011527,2.000338,1.962981,0.077668,1.938872,0.260031,0.988733,0.038037,0.033188,1.703779,0.041265,0.725937
2.366667,2.034576,2.001957,2.001757,2.044533,2.008675,2.011257,2.000413,1.962667,0.079156,1.928029,0.248188,1.029987,0.037687,0.032803,1.730321,0.041461,0.710914
2.383333,2.034441,2.001938,2.000919,2.043091,2.008595,2.011491,2.000472,1.962282,0.080783,1.914065,0.235938,1.066697,0.037407,0.032500,1.760641,0.041638,0.696057
2.400000,2.034232,2.001909,2.000145,2.041274,2.008587,2.011661,2.000483,1.961982,0.082283,1.895578,0.228542,1.088955,0.037249,0.032348,1.776852,0.041724,0.687803
2.416667,2.034033,2.001878,1.999178,2.039921,2.008546,2.011603,2.000485,1.961790,0.083211,1.881474,0.224713,1.098921,0.037191,0.032275,1.784731,0.041758,0.683821
2.433333,2.033894,2.001950,1.998568,2.039059,2.008399,2.011209,2.000478,1.960865,0.082758,1.875038,0.222663,1.104280,0.037173,0.032283,1.784813,0.041615,0.704982
2.450000,2.033325,2.002016,1.998635,2.038909,2.008471,2.011288,2.000438,1.960095,0.082626,1.869182,0.221762,1.107165,0.037149,0.032387,1.773554,0.041608,0.713153
2.466667,2.032624,2.002026,1.999185,2.038928,2.008728,2.011551,2.000393,1.959293,0.081379,1.864001,0.226175,1.108677,0.036933,0.032763,1.755341,0.041554,0.718013
2.483333,2.032382,2.002005,1.999813,2.038958,2.008809,2.011800,2.000351,1.958529,0.079807,1.859375,0.231875,1.090183,0.036865,0.033140,1.743007,0.041376,0.721430
2.500000,2.033295,2.001945,2.000544,2.039056,2.008850,2.011916,2.000322,1.957664,0.078597,1.855505,0.237299,1.067391,0.036866,0.033554,1.722029,0.041223,0.721218
2.516667,2.034153,2.001880,2.001159,2.039164,2.008970,2.011952,2.000301,1.956706,0.077441,1.851947,0.245365,1.047558,0.036818,0.034009,1.699606,0.041088,0.721348
2.533333,2.034874,2.001824,2.001508,2.039497,2.009108,2.011669,2.000301,1.955607,0.076355,1.850984,0.256334,1.032011,0.036658,0.034404,1.672056,0.041145,0.722513
2.550000,2.034988,2.001784,2.001402,2.040774,2.009273,2.011350,2.000271,1.954447,0.074049,1.855627,0.264014,1.013243,0.036641,0.034861,1.638606,0.041039,0.718943
2.566667,2.034063,2.001776,2.001450,2.041576,2.009502,2.011278,2.000216,1.953740,0.072465,1.858331,0.268366,0.995444,0.036776,0.035316,1.594947,0.041008,0.719963
2.583333,2.033308,2.001786,2.001247,2.041729,2.009621,2.011178,2.000205,1.953375,0.071674,1.860693,0.270580,0.986655,0.036844,0.035630,1.562567,0.041040,0.719532
2.600000,2.033253,2.001800,2.000515,2.041739,2.009705,2.010973,2.000220,1.953447,0.071104,1.866187,0.271777,0.982428,0.036917,0.035761,1.545018,0.041308,0.708434
2.616667,2.033484,2.001823,2.000049,2.042353,2.009826,2.010886,2.000219,1.954816,0.071107,1.873992,0.272517,0.980132,0.036990,0.035806,1.538782,0.041431,0.700090
2.633333,2.034878,2.001883,1.999720,2.042358,2.009944,2.011005,2.000231,1.955769,0.072593,1.874763,0.277289,0.978600,0.037127,0.035454,1.569828,0.041621,0.695369
2.650000,2.036300,2.001965,1.999238,2.041308,2.010199,2.010508,2.000262,1.956545,0.074698,1.867158,0.285616,0.969460,0.037203,0.035136,1.600822,0.041847,0.691661
2.666667,2.036917,2.002037,1.998517,2.040101,2.010524,2.009953,2.000327,1.956974,0.077093,1.854109,0.300441,0.947925,0.037335,0.034751,1.630955,0.042091,0.687570
2.683333,2.036674,2.002196,1.997076,2.039252,2.010885,2.009487,2.000416,1.956374,0.079032,1.841512,0.319570,0.917907,0.037561,0.034366,1.661084,0.042298,0.690247
2.700000,2.036261,2.002341,1.995752,2.038459,2.011419,2.008853,2.000508,1.955512,0.081107,1.825594,0.353741,0.861916,0.038020,0.034050,1.689787,0.042449,0.692581
2.716667,2.036122,2.002558,1.994403,2.037739,2.011912,2.008138,2.000509,1.954652,0.082798,1.811344,0.385893,0.816480,0.038480,0.033809,1.718443,0.042591,0.702620
2.733333,2.035971,2.002876,1.993011,2.036943,2.011821,2.008279,2.000475,1.953893,0.084045,1.794304,0.384259,0.830037,0.038510,0.033686,1.734319,0.042609,0.731405
2.750000,2.035809,2.003189,1.991394,2.036030,2.011462,2.008504,2.000479,1.952273,0.084829,1.777800,0.371868,0.865618,0.038341,0.033674,1.741988,0.042551,0.765893
2.766667,2.035704,2.003299,1.989980,2.035400,2.011216,2.008272,2.000497,1.950854,0.084667,1.769237,0.367058,0.880387,0.038317,0.033670,1.746051,0.042529,0.784639
2.783333,2.035746,2.003332,1.988885,2.035122,2.011056,2.007860,2.000467,1.949809,0.084717,1.764695,0.364591,0.886725,0.038341,0.033670,1.748335,0.042692,0.780030
2.800000,2.035536,2.003317,1.989473,2.035120,2.011199,2.007926,2.000422,1.948853,0.083666,1.755753,0.367653,0.890084,0.038236,0.033872,1.743643,0.042672,0.779866
2.816667,2.034900,2.003259,1.990254,2.035110,2.011437,2.008238,2.000373,1.947977,0.082278,1.746431,0.377123,0.887966,0.038048,0.034342,1.725006,0.042530,0.780321
2.833333,2.035599,2.003060,1.991119,2.035393,2.011469,2.008222,2.000339,1.946987,0.081021,1.743846,0.385608,0.865801,0.038082,0.034861,1.703036,0.042388,0.758888
2.850000,2.036290,2.002810,1.992065,2.035783,2.011559,2.008143,2.000317,1.945835,0.079848,1.743816,0.395769,0.848084,0.038083,0.035405,1.673544,0.042402,0.726179
2.866667,2.037053,2.002724,1.992106,2.036126,2.011686,2.007843,2.000315,1.944795,0.078101,1.742934,0.409151,0.836290,0.038114,0.035598,1.644973,0.042451,0.704176
2.883333,2.037921,2.002543,1.993377,2.036233,2.011811,2.007510,2.000287,1.943819,0.075690,1.737002,0.420594,0.828069,0.038151,0.035591,1.629966,0.042349,0.693316
2.900000,2.037411,2.002524,1.993993,2.036728,2.011870,2.007361,2.000238,1.943305,0.073875,1.742367,0.426648,0.824399,0.038203,0.035717,1.600192,0.042434,0.687835
2.916667,2.036457,2.002583,1.993657,2.037795,2.011902,2.007146,2.000228,1.943022,0.072489,1.762863,0.429778,0.822875,0.038228,0.035861,1.565972,0.042964,0.672520
2.933333,2.035819,2.002635,1.993025,2.038339,2.011974,2.006780,2.000243,1.943160,0.071417,1.781814,0.431549,0.822481,0.038236,0.035895,1.546752,0.043547,0.657519
2.950000,2.035996,2.002706,1.992307,2.038549,2.012118,2.006535,2.000245,1.944685,0.071253,1.793898,0.432620,0.822388,0.038258,0.035820,1.546201,0.043929,0.648144
2.966667,2.037272,2.002829,1.991687,2.037557,2.012205,2.006725,2.000266,1.945440,0.072621,1.792244,0.431731,0.825980,0.038379,0.035476,1.577001,0.044239,0.643706
2.983333,2.037368,2.002968,1.991185,2.036586,2.012160,2.007433,2.000295,1.945647,0.074256,1.784603,0.422462,0.844155,0.038378,0.035260,1.609626,0.044397,0.643571
3.000000,2.037130,2.003035,1.990873,2.035707,2.012130,2.008099,2.000334,1.944886,0.076202,1.770648,0.415619,0.859988,0.038350,0.035102,1.640701,0.044445,0.642158
3.016667,2.036642,2.003060,1.990317,2.035101,2.011943,2.009322,2.000370,1.943122,0.078083,1.761550,0.398260,0.896657,0.038251,0.034791,1.669953,0.044485,0.636982
3.033333,2.036227,2.003073,1.989596,2.034689,2.011666,2.010938,2.000401,1.941634,0.080033,1.755962,0.374766,0.952984,0.038024,0.034484,1.696811,0.044552,0.629407
3.050000,2.036366,2.003122,1.988754,2.034523,2.011405,2.012520,2.000430,1.941750,0.081940,1.752609,0.353572,1.007630,0.037770,0.034134,1.720285,0.044735,0.622558
3.066667,2.036112,2.003201,1.988204,2.034765,2.011255,2.013428,2.000446,1.941721,0.082981,1.752900,0.342414,1.037136,0.037627,0.033960,1.733370,0.044822,0.622190
3.083333,2.035922,2.003232,1.987771,2.034840,2.011042,2.013337,2.000454,1.941318,0.083442,1.753794,0.336699,1.052323,0.037584,0.033896,1.739765,0.044878,0.622575
3.100000,2.035690,2.003395,1.986699,2.035203,2.010857,2.012898,2.000435,1.940042,0.082744,1.756689,0.333690,1.060664,0.037580,0.033946,1.738421,0.044608,0.646004
3.116667,2.034997,2.003563,1.986988,2.035697,2.010768,2.012395,2.000379,1.939177,0.082082,1.754213,0.332955,1.065291,0.037565,0.034119,1.725732,0.044385,0.664246
3.133333,2.034306,2.003598,1.987573,2.035959,2.010895,2.011961,2.000333,1.938163,0.080626,1.749192,0.340116,1.057634,0.037450,0.034493,1.712220,0.044230,0.672816
3.150000,2.033376,2.003521,1.987938,2.036363,2.010948,2.011690,2.000296,1.937014,0.079284,1.748088,0.346877,1.036423,0.037425,0.035029,1.686744,0.044076,0.672107
3.166667,2.033390,2.003333,1.988457,2.036789,2.011043,2.011583,2.000260,1.935728,0.078178,1.747927,0.354354,1.017708,0.037376,0.035674,1.662392,0.043499,0.667887
3.183333,2.033104,2.003119,1.989057,2.037271,2.011233,2.011550,2.000238,1.934299,0.077028,1.749149,0.366504,1.000935,0.037260,0.036264,1.637895,0.043316,0.653005
3.200000,2.032893,2.002940,1.989709,2.037887,2.011423,2.011627,2.000226,1.932664,0.075916,1.751422,0.380926,0.983076,0.037165,0.036680,1.616322,0.043579,0.626979
3.216667,2.033676,2.002757,1.989818,2.038327,2.011458,2.011460,2.000202,1.931000,0.075557,1.747368,0.393884,0.950105,0.037294,0.036837,1.605820,0.043928,0.604392
3.233333,2.033636,2.002672,1.990044,2.038730,2.011466,2.011335,2.000184,1.930145,0.075251,1.747680,0.401253,0.931308,0.037372,0.037003,1.587107,0.044169,0.588938
3.250000,2.033080,2.002644,1.989833,2.039348,2.011525,2.011260,2.000178,1.929747,0.074798,1.757909,0.407876,0.921744,0.037413,0.037127,1.563879,0.044736,0.572129
3.266667,2.032988,2.002633,1.989115,2.039526,2.011651,2.011008,2.000188,1.929521,0.074214,1.770582,0.413540,0.917194,0.037445,0.037123,1.555734,0.045353,0.558024
3.283333,2.033460,2.002675,1.988316,2.039735,2.011727,2.010871,2.000189,1.931134,0.074184,1.782589,0.416627,0.914742,0.037471,0.037000,1.561747,0.045793,0.550949
3.300000,2.034751,2.002689,1.987859,2.040427,2.011688,2.010959,2.000203,1.932603,0.075423,1.791185,0.418113,0.913060,0.037486,0.036746,1.586886,0.045988,0.543817
3.316667,2.035253,2.002742,1.987389,2.039341,2.011675,2.011107,2.000221,1.933596,0.076926,1.784390,0.418872,0.911944,0.037507,0.036566,1.614115,0.046196,0.537820
3.333333,2.035100,2.002824,1.986824,2.038030,2.011690,2.011496,2.000252,1.933924,0.078738,1.771896,0.417783,0.920823,0.037529,0.036237,1.645179,0.046482,0.533735
3.350000,2.034760,2.002951,1.986039,2.036949,2.011541,2.011368,2.000324,1.935975,0.080898,1.758117,0.400622,0.939279,0.037333,0.035605,1.674892,0.046895,0.532970
3.366667,2.034180,2.003160,1.984899,2.036050,2.011330,2.011219,2.000414,1.938265,0.082967,1.748690,0.376488,0.988910,0.036853,0.035042,1.703355,0.047345,0.536072
3.383333,2.033839,2.003473,1.983663,2.035160,2.011169,2.011176,2.000497,1.939818,0.084909,1.739489,0.355492,1.047187,0.036347,0.034663,1.727026,0.047650,0.545224
3.400000,2.033621,2.003937,1.982724,2.034295,2.011088,2.011113,2.000515,1.940573,0.086057,1.727283,0.344100,1.079339,0.036086,0.034479,1.739008,0.047644,0.569509
3.416667,2.033464,2.004258,1.982048,2.033187,2.011035,2.011025,2.000519,1.940706,0.086468,1.713133,0.338205,1.094841,0.035963,0.034388,1.745061,0.047501,0.591499
3.433333,2.033448,2.004432,1.980703,2.032391,2.011027,2.011086,2.000525,1.939401,0.085738,1.707821,0.335139,1.103008,0.035871,0.034398,1.748386,0.047172,0.616142
3.450000,2.033734,2.004706,1.980590,2.031861,2.011201,2.011355,2.000482,1.938465,0.084689,1.702689,0.333757,1.107447,0.035821,0.034408,1.750459,0.046701,0.646187
3.466667,2.033770,2.004749,1.981399,2.031149,2.011383,2.011579,2.000438,1.937393,0.083535,1.691589,0.339646,1.099768,0.035708,0.034648,1.748071,0.046546,0.654811
3.483333,2.033251,2.004661,1.982149,2.030530,2.011443,2.011670,2.000402,1.936276,0.082491,1.681628,0.347191,1.077615,0.035700,0.035266,1.709672,0.046494,0.654251
3.500000,2.032996,2.004452,1.983052,2.029987,2.011452,2.011735,2.000369,1.935107,0.081628,1.672409,0.354416,1.058942,0.035694,0.036015,1.666493,0.046018,0.650502
3.516667,2.033522,2.004186,1.983991,2.029830,2.011335,2.012042,2.000334,1.933699,0.080784,1.667283,0.362508,1.020901,0.035963,0.036683,1.629231,0.045713,0.637028
3.533333,2.034108,2.003947,1.984137,2.030027,2.011252,2.011961,2.000316,1.932259,0.079882,1.667879,0.375322,0.976724,0.036261,0.037050,1.595453,0.046118,0.607437
3.550000,2.034375,2.003654,1.983829,2.030221,2.011198,2.011670,2.000274,1.930854,0.079555,1.668366,0.385489,0.937574,0.036581,0.037070,1.575107,0.046917,0.577294
