Step,Agent_ID,X,Y,Theta
5,5,658.2561,325.6537,1.3926
5,6,617.9199,462.2750,2.0732
5,7,535.8259,577.3892,2.8127
5,8,399.0901,557.2068,-2.7977
5,9,459.7890,273.0995,-0.1991
5,10,522.6501,223.3249,0.0247
5,11,558.7027,322.1901,1.9934
5,12,586.1253,422.7596,1.8945
5,13,498.4550,451.5135,1.7824
5,14,416.9768,432.4429,2.5507
5,15,301.8537,447.7099,-1.4131
5,16,385.4470,353.2347,-2.9007
5,17,377.5710,264.3464,-0.2477
6,1,252.8809,413.4999,-1.5567
6,2,259.3741,273.9547,-0.9457
6,3,380.7856,206.2664,-0.2679
6,4,517.6691,172.9754,0.3585
6,5,658.0711,325.6958,1.4416
6,6,617.9566,462.4040,2.0997
6,7,536.3599,577.5706,2.8619
6,8,399.0612,557.2512,-2.7741
6,9,459.8897,273.4959,-0.1395
6,10,520.9379,223.8188,0.0451
6,11,558.7788,322.5206,2.0136
6,12,585.8849,422.2565,1.8817
6,13,498.4312,451.6090,1.7686
6,14,417.1262,432.6240,2.5701
6,15,301.3851,448.1103,-1.3697
6,16,385.3819,352.6231,-2.8787
6,17,377.5861,264.6202,-0.2038
7,1,252.9860,413.5977,-1.5680
7,2,259.1837,273.8631,-0.9716
7,3,381.1842,206.4279,-0.3078
7,4,517.5274,172.2379,0.3936
7,5,658.1625,325.7273,1.4255
7,6,617.9883,462.3398,2.0751
7,7,536.5209,577.7468,2.8366
7,8,398.9575,557.0938,-2.8033
7,9,460.0269,273.9131,-0.1377
7,10,520.0703,224.4161,0.0252
7,11,559.0444,323.0929,2.0012
7,12,585.5281,422.2131,1.8653
7,13,498.2865,451.6235,1.7346
7,14,417.1336,432.7133,2.5539
7,15,301.1479,448.3264,-1.3687
7,16,385.3464,352.2986,-2.8902
7,17,377.5063,264.5515,-0.2118
8,1,252.8167,413.9872,-1.6074
8,2,259.3123,273.4200,-1.0422
8,3,381.0999,206.2748,-0.3738
8,4,517.0284,171.9183,0.3836
8,5,658.1385,325.9900,1.3573
8,6,617.7765,462.3627,2.0319
8,7,536.3412,577.7740,2.7672
8,8,398.8321,556.8467,-2.8428
8,9,460.1415,274.3184,-0.1633
8,10,520.5413,224.5590,-0.0071
8,11,559.7037,324.0515,1.9627
8,12,585.3363,422.1903,1.8537
8,13,497.9593,451.5621,1.7124
8,14,416.9392,432.7548,2.5259
8,15,301.0251,448.4426,-1.3702
8,16,385.3271,352.1255,-2.8993
8,17,377.6397,264.3981,-0.2343
9,1,252.6380,414.3362,-1.6464
9,2,258.9752,273.1672,-1.1166
9,3,380.8058,205.6731,-0.4335
9,4,516.4857,172.1217,0.3437
9,5,658.1251,326.1508,1.2880
9,6,617.5471,462.3992,1.9902
9,7,536.1904,577.8203,2.6986
9,8,398.7201,556.5993,-2.8822
9,9,460.3100,274.9827,-0.2395
9,10,522.0199,224.5215,-0.0432
9,11,560.4929,325.2292,1.9093
9,12,585.2328,422.1783,1.8457
9,13,497.5537,451.4978,1.6975
9,14,416.7038,432.8304,2.5004
9,15,301.3894,448.1923,-1.4149
9,16,385.2640,351.9516,-2.9133
9,17,378.1365,264.2372,-0.2923
10,1,252.7197,414.4145,-1.6961
10,2,259.0921,272.9890,-1.1735
10,3,380.4748,205.2665,-0.4891
10,4,515.8855,172.7273,0.2868
10,5,658.1341,326.2609,1.2184
10,6,617.2996,462.4387,1.9487
10,7,536.0573,577.8849,2.6305
10,8,398.6194,556.3457,-2.9221
10,9,460.4920,275.6452,-0.3215
10,10,523.9093,224.3162,-0.0779
10,11,561.1908,326.3531,1.8515
10,12,585.1771,422.1721,1.8402
10,13,497.2103,451.4706,1.6921
10,14,416.4548,432.9328,2.4782
10,15,301.8110,447.9212,-1.4696
10,16,385.1677,351.7494,-2.9335
10,17,378.5989,263.9976,-0.3586
11,1,252.9889,414.3139,-1.7589
11,2,260.5456,272.7867,-1.2088
11,3,380.1187,204.9959,-0.5409
11,4,515.1933,173.4660,0.2250
11,5,658.1732,326.3529,1.1491
11,6,617.0411,462.4709,1.9061
11,7,535.9305,577.9791,2.5629
11,8,398.5285,556.0789,-2.9630
11,9,460.7405,276.4322,-0.3990
11,10,525.7700,223.9650,-0.1119
11,11,561.8734,327.3628,1.7879
11,12,585.1472,422.1689,1.8367
11,13,496.9686,451.5323,1.6893
11,14,416.0969,433.0360,2.4495
11,15,302.1634,447.6609,-1.5186
11,16,385.0445,351.4642,-2.9637
11,17,378.7999,263.4785,-0.4341
12,1,253.2923,414.1693,-1.8214
12,2,262.2390,272.4830,-1.2505
12,3,379.9511,204.9501,-0.6038
12,4,514.4089,174.2277,0.1643
12,5,658.7094,326.2467,1.0757
12,6,616.9604,462.2600,1.8682
12,7,535.4443,577.8757,2.5073
12,8,398.4286,555.7135,-3.0132
12,9,461.0257,277.1906,-0.4822
12,10,527.3980,223.5205,-0.1451
12,11,562.6889,328.2726,1.7255
12,12,584.4398,422.6242,1.8119
12,13,496.7143,451.6531,1.6564
12,14,416.0753,433.2337,2.3905
12,15,302.2083,447.2673,-1.5664
12,16,384.8693,350.9683,-3.0162
12,17,379.1935,263.0274,-0.5193
13,1,253.0488,414.4767,-1.8529
13,2,264.0632,272.0730,-1.2960
13,3,379.8852,205.4759,-0.6367
13,4,514.0316,174.7697,0.1034
13,5,658.0869,327.2263,1.0495
13,6,616.6647,461.8476,1.8226
13,7,533.9595,577.2443,2.4695
13,8,398.3446,555.2975,-3.0585
13,9,461.2795,277.8125,-0.5561
13,10,528.4212,223.2136,-0.1561
13,11,563.2197,328.8526,1.6841
13,12,583.6356,423.3060,1.8028
13,13,496.5031,451.7048,1.6424
13,14,416.3657,433.4115,2.3529
13,15,302.9166,446.4264,-1.5780
13,16,384.7570,350.6382,-3.0445
13,17,379.6875,262.7696,-0.5905
14,1,252.9658,414.7004,-1.8606
14,2,265.1447,271.6324,-1.3175
14,3,379.7785,206.2660,-0.6066
14,4,514.0023,174.9428,0.0568
14,5,657.6950,327.8491,1.0434
14,6,616.4986,461.6319,1.8048
14,7,533.0695,576.8965,2.4584
14,8,398.2944,555.0802,-3.0742
14,9,461.4186,278.1301,-0.5898
14,10,528.9732,223.0484,-0.1490
14,11,563.5509,329.1560,1.6661
14,12,583.1911,423.6827,1.8081
14,13,496.3333,451.7386,1.6445
14,14,416.5229,433.5086,2.3409
14,15,303.3968,445.9431,-1.5684
14,16,384.6952,350.4620,-3.0511
14,17,380.0330,262.6259,-0.6269
15,1,253.2663,415.1306,-1.8085
15,2,265.3210,271.0212,-1.2997
15,3,379.2441,207.0698,-0.5538
15,4,514.0067,174.9038,0.0515
15,5,657.7078,328.1727,1.0728
15,6,616.3357,461.1005,1.8389
15,7,532.7497,577.1027,2.4835
15,8,398.2063,555.0025,-3.0688
15,9,461.4932,278.2885,-0.6021
15,10,529.1177,222.7497,-0.1164
15,11,563.7089,329.3050,1.6651
15,12,582.9518,423.8863,1.8197
15,13,496.2430,451.7574,1.6542
15,14,416.6078,433.5609,2.3413
15,15,303.6524,445.6802,-1.5530
15,16,384.6616,350.3677,-3.0472
15,17,380.1406,262.7347,-0.6209
16,1,253.5944,415.5013,-1.7451
16,2,264.4628,271.0999,-1.2802
16,3,378.5866,207.5607,-0.4943
16,4,513.9910,174.8703,0.0527
16,5,658.1321,328.3197,1.1477
16,6,616.1747,460.5447,1.8936
16,7,532.9839,577.2158,2.5271
16,8,397.8123,555.2335,-3.0128
16,9,461.5414,278.5551,-0.5825
16,10,528.8968,222.0147,-0.0618
16,11,563.7943,329.3853,1.6701
16,12,582.8228,423.9962,1.8326
16,13,496.1942,451.7672,1.6658
16,14,416.6688,433.6219,2.3506
16,15,303.7911,445.5388,-1.5377
16,16,384.6282,350.2841,-3.0423
16,17,380.0908,263.1953,-0.5677
17,1,253.7857,415.7119,-1.6992
17,2,262.4659,271.5552,-1.2296
17,3,378.2130,207.7754,-0.4623
17,4,513.8894,174.6745,0.0583
17,5,658.5524,328.3784,1.2232
17,6,616.0530,460.5516,1.9410
17,7,533.3120,577.2830,2.5904
17,8,397.4588,555.4612,-2.9553
17,9,461.6023,279.1328,-0.5157
17,10,528.5988,221.0605,-0.0208
17,11,563.8404,329.4283,1.6742
17,12,582.7006,423.5040,1.8375
17,13,496.1680,451.7724,1.6744
17,14,416.7269,433.6971,2.3628
17,15,303.8661,445.4627,-1.5267
17,16,384.5851,350.1969,-3.0426
17,17,380.0233,263.6249,-0.5109
18,1,253.8888,415.8257,-1.6673
18,2,259.6168,272.7667,-1.1697
18,3,377.6264,207.9330,-0.4198
18,4,513.6321,174.1671,0.0723
18,5,658.8704,328.3519,1.2898
18,6,615.9792,460.8815,1.9887
18,7,533.7037,577.3644,2.6625
18,8,397.6385,555.7447,-2.8960
18,9,461.6396,279.6346,-0.4465
18,10,528.3489,220.1730,0.0138
18,11,563.8650,329.4511,1.6773
18,12,582.5617,422.7366,1.8380
18,13,496.1541,451.7751,1.6806
18,14,416.8877,433.9054,2.3957
18,15,303.3053,445.9005,-1.4804
18,16,384.5575,349.4227,-3.0120
18,17,379.9624,264.0417,-0.4511
19,1,253.9444,415.8869,-1.6452
19,2,257.4925,273.9333,-1.0988
19,3,377.4179,208.2669,-0.3742
19,4,513.2177,173.8814,0.1350
19,5,659.0870,328.1568,1.3509
19,6,616.0952,461.4027,2.0394
19,7,534.0754,577.2792,2.7332
19,8,397.8397,555.9952,-2.8389
19,9,461.6980,279.6804,-0.3613
19,10,528.0634,219.5394,0.0540
19,11,563.6946,329.4055,1.7031
19,12,582.5747,422.1592,1.8366
19,13,496.1467,451.7764,1.6849
19,14,417.0685,434.1218,2.4357
19,15,302.7043,446.4693,-1.4257
19,16,384.4637,348.8114,-2.9752
19,17,379.9214,264.4252,-0.3913
20,1,254.1361,415.9839,-1.6111
20,2,256.2284,274.6553,-1.0258
20,3,377.3367,208.4686,-0.3265
20,4,513.1225,173.6281,0.1941
20,5,659.1159,327.9958,1.4022
20,6,616.2527,461.8566,2.0874
20,7,534.5098,577.2793,2.8040
20,8,397.9627,556.1678,-2.7871
20,9,461.7260,279.8390,-0.2740
20,10,527.2202,219.1155,0.1140
20,11,563.2992,329.7713,1.7698
20,12,582.7007,421.6296,1.8329
20,13,496.2083,451.7704,1.6946
20,14,417.1775,434.3187,2.4719
20,15,302.1840,447.0171,-1.3692
20,16,384.3423,348.2125,-2.9360
20,17,379.9023,264.7165,-0.3402
21,1,254.6093,416.1666,-1.5445
21,2,256.9393,276.0164,-0.9880
21,3,377.3499,208.7418,-0.2752
21,4,513.6249,172.9768,0.2378
21,5,658.8575,327.8778,1.4700
21,6,616.3308,462.1641,2.1323
21,7,534.9923,577.3347,2.8761
21,8,398.0335,556.2304,-2.7450
21,9,461.7586,279.9585,-0.1982
21,10,525.6090,218.9617,0.1636
21,11,562.7532,330.4554,1.8369
21,12,583.0120,421.2263,1.8518
21,13,496.6298,451.7170,1.7492
21,14,417.1456,434.4409,2.4899
21,15,301.7195,447.4517,-1.3089
21,16,383.9568,347.8363,-2.8921
21,17,379.9117,265.0679,-0.2816
22,1,255.0587,416.3140,-1.4753
22,2,257.7092,277.6442,-0.9437
22,3,377.6289,209.2672,-0.2289
22,4,514.3012,172.2488,0.2952
22,5,658.5612,327.8177,1.5361
22,6,616.2914,462.2059,2.1779
22,7,535.3416,577.4053,2.9441
22,8,398.2250,556.2592,-2.7106
22,9,461.8298,279.8318,-0.1236
22,10,523.8495,219.1057,0.2081
22,11,561.8561,330.7834,1.9036
22,12,583.8495,421.1794,1.9154
22,13,497.0105,451.6684,1.8064
22,14,417.1375,434.5689,2.5074
22,15,301.3332,447.9445,-1.2454
22,16,383.5150,347.5396,-2.8475
22,17,379.9507,265.4531,-0.2172
23,1,255.4448,416.4131,-1.4171
23,2,258.4073,279.2986,-0.8996
23,3,377.9120,209.7656,-0.1858
23,4,514.9534,171.6049,0.3538
23,5,658.0219,327.5899,1.5883
23,6,616.1759,462.1119,2.2176
23,7,535.6500,577.0333,2.9969
23,8,398.4509,556.2870,-2.6879
23,9,461.9451,279.7042,-0.0549
23,10,522.1951,219.4764,0.2392
23,11,561.0417,330.8710,1.9570
23,12,584.6365,421.2479,1.9648
23,13,497.2373,451.6376,1.8348
23,14,417.1500,434.7231,2.5131
23,15,301.0103,448.3695,-1.1920
23,16,383.1815,347.2719,-2.8272
23,17,380.0225,265.8394,-0.1557
24,1,255.6553,416.4698,-1.3955
24,2,259.0211,280.9676,-0.8572
24,3,378.0665,210.0454,-0.1689
24,4,515.4065,171.0750,0.4077
24,5,657.3480,327.1982,1.5937
24,6,616.0820,462.0140,2.2316
24,7,535.9161,576.2606,3.0019
24,8,398.5797,556.2911,-2.6928
24,9,462.2104,279.9682,-0.0283
24,10,520.8285,220.1844,0.2456
24,11,560.6177,330.9131,1.9771
24,12,585.0350,421.2921,1.9830
24,13,497.3528,451.6227,1.8396
24,14,417.1670,434.8558,2.5065
24,15,300.8405,448.5988,-1.1734
24,16,382.9912,347.0857,-2.8348
24,17,379.9113,265.8120,-0.1397
25,1,255.5064,416.8194,-1.4293
25,2,259.1602,281.4917,-0.8668
25,3,378.1322,210.3581,-0.2016
25,4,515.0844,171.3747,0.4189
25,5,657.3386,326.8119,1.5664
25,6,615.6749,462.1430,2.1958
25,7,536.0807,575.8513,2.9937
25,8,398.6335,556.2811,-2.7074
25,9,462.3910,280.1715,-0.0316
25,10,520.1988,220.8276,0.2414
25,11,560.4528,331.1776,1.9891
25,12,585.2408,421.3174,1.9859
25,13,497.4140,451.6149,1.8341
25,14,417.1869,434.9871,2.4992
25,15,300.7569,448.7212,-1.1712
25,16,382.8782,346.9277,-2.8559
25,17,379.7883,265.6967,-0.1445
26,1,255.1227,417.3450,-1.5018
26,2,258.4573,281.7153,-0.9082
26,3,377.9127,210.4776,-0.2306
26,4,515.0945,171.4049,0.4183
26,5,657.5693,326.5011,1.5308
26,6,615.2155,462.3145,2.1418
26,7,536.4511,575.9189,2.9640
26,8,398.2850,555.9785,-2.7522
26,9,462.4887,280.2837,-0.0404
26,10,520.4131,221.1338,0.2280
26,11,560.4340,331.7620,2.0077
26,12,585.3525,421.3311,1.9822
26,13,497.4473,451.6106,1.8251
26,14,417.2050,435.1255,2.4953
26,15,300.7116,448.7871,-1.1753
26,16,382.8099,346.7750,-2.8831
26,17,379.7201,265.6293,-0.1536
27,1,254.8060,417.7699,-1.5684
27,2,257.9980,281.7099,-0.9710
27,3,377.9679,210.5546,-0.2788
27,4,515.2286,171.4849,0.4058
27,5,657.5079,326.5262,1.4651
27,6,614.8977,462.4321,2.0970
27,7,536.3912,575.8472,2.8946
27,8,397.9070,555.7013,-2.7939
27,9,462.5539,280.3855,-0.0494
27,10,520.7764,221.3620,0.2068
27,11,560.4897,332.4262,2.0238
27,12,585.4130,421.3386,1.9789
27,13,497.3729,451.5847,1.8155
27,14,417.2160,435.2368,2.4952
27,15,301.1155,448.4090,-1.2188
27,16,382.7720,346.6561,-2.9071
27,17,379.6712,265.5519,-0.1621
28,1,254.6929,418.6180,-1.6174
28,2,257.5991,280.9521,-1.0462
28,3,377.8603,210.3794,-0.3256
28,4,515.5505,171.9960,0.3430
28,5,657.3907,326.6403,1.3952
28,6,614.8243,462.4669,2.0447
28,7,536.1263,575.8840,2.8243
28,8,397.6576,555.4421,-2.8348
28,9,462.6259,280.6312,-0.0797
28,10,521.0298,221.2342,0.1661
28,11,560.9462,333.1793,1.9871
28,12,585.4455,421.3427,1.9764
28,13,496.8993,451.4631,1.7946
28,14,417.2219,435.2968,2.4950
28,15,301.6537,447.9677,-1.2811
28,16,382.7516,346.5922,-2.9238
28,17,379.9896,265.5222,-0.2030
29,1,254.5807,419.2428,-1.6599
29,2,257.2748,280.2084,-1.1202
29,3,377.7009,210.1974,-0.3671
29,4,515.8246,172.4647,0.2780
29,5,657.1948,326.8123,1.3273
29,6,614.9651,462.4283,1.9907
29,7,535.7867,575.9929,2.7551
29,8,397.4812,555.1881,-2.8756
29,9,462.7484,281.1824,-0.1550
29,10,521.2020,221.0274,0.1170
29,11,561.4353,333.8161,1.9324
29,12,585.4630,421.3450,1.9746
29,13,496.3992,451.3414,1.7722
29,14,417.2250,435.3290,2.4948
29,15,302.1112,447.5892,-1.3401
29,16,382.7408,346.5581,-2.9354
29,17,380.4102,265.3260,-0.2524
30,1,254.4895,419.6411,-1.6937
30,2,257.0732,279.6476,-1.1918
30,3,377.5568,209.9262,-0.4057
30,4,515.9936,172.8842,0.2134
30,5,657.4106,326.9187,1.2566
30,6,615.1610,462.3583,1.9428
30,7,535.4652,576.1154,2.6853
30,8,397.3505,554.9369,-2.9162
30,9,462.8641,281.6733,-0.2327
30,10,521.3471,221.0734,0.0612
30,11,561.8604,334.2080,1.8738
30,12,584.9971,421.4829,1.9297
30,13,496.0448,451.2764,1.7583
30,14,417.1439,435.3121,2.4866
30,15,302.5173,447.2382,-1.3951
30,16,382.7350,346.5399,-2.9434
30,17,380.8004,265.1303,-0.2974
31,1,254.7367,419.6406,-1.7538
31,2,257.3339,279.3144,-1.2473
31,3,377.4483,209.6283,-0.4406
31,4,516.1053,173.2776,0.1496
31,5,657.6069,327.0255,1.1870
31,6,615.3409,462.2846,1.9037
31,7,535.1901,576.2401,2.6149
31,8,397.2483,554.6798,-2.9571
31,9,463.0123,282.2181,-0.3101
31,10,521.4620,221.2315,0.0026
31,11,562.6072,334.5876,1.8091
31,12,584.5078,421.6200,1.8764
31,13,495.7902,451.3057,1.7260
31,14,416.6541,435.0958,2.4323
31,15,302.9061,446.9052,-1.4479
31,16,382.7321,346.5304,-2.9487
31,17,381.1570,264.8430,-0.3447
32,1,254.8935,419.7236,-1.8052
32,2,258.9680,278.9526,-1.2882
32,3,377.7162,209.6645,-0.5076
32,4,516.5079,174.3315,0.1028
32,5,657.9134,327.0919,1.1157
32,6,615.4415,462.0899,1.8661
32,7,535.0002,576.3765,2.5463
32,8,397.1638,554.4022,-2.9999
32,9,463.3022,283.1317,-0.3891
32,10,521.5615,221.2864,-0.0529
32,11,563.2658,334.9411,1.7554
32,12,583.9493,421.9147,1.8357
32,13,495.5322,451.3431,1.6799
32,14,416.2115,434.8794,2.3744
32,15,303.4033,446.3934,-1.4902
32,16,382.7307,346.5255,-2.9515
32,17,381.3436,264.1278,-0.4224
33,1,254.7148,420.1198,-1.8410
33,2,260.7530,278.4759,-1.3335
33,3,378.0139,209.8531,-0.5721
33,4,516.8404,175.8658,0.0610
33,5,658.0151,327.4059,1.0608
33,6,615.4728,461.7577,1.8305
33,7,534.8361,576.4454,2.4836
33,8,397.1129,554.1411,-3.0322
33,9,463.5609,283.8962,-0.4589
33,10,521.9496,221.2842,-0.0884
33,11,563.8720,335.3526,1.7067
33,12,583.2966,422.3557,1.8241
33,13,495.2941,451.4305,1.6532
33,14,415.9831,435.0003,2.3475
33,15,304.2214,445.2482,-1.5150
33,16,382.8085,346.2052,-2.9723
33,17,381.6190,263.5970,-0.4865
34,1,254.5870,420.3371,-1.8623
34,2,261.7755,278.0890,-1.3466
34,3,378.2049,209.9845,-0.6029
34,4,516.6429,176.7048,0.0391
34,5,657.6519,328.0061,1.0548
34,6,615.4321,461.5788,1.8196
34,7,534.7299,576.4670,2.4568
34,8,397.0797,554.0088,-3.0353
34,9,463.7172,284.3365,-0.4933
34,10,522.5940,221.3752,-0.0855
34,11,564.1853,335.6342,1.6858
34,12,582.8701,422.6566,1.8267
34,13,495.1356,451.4810,1.6488
34,14,416.0073,435.0866,2.3349
34,15,304.9057,444.3802,-1.5150
34,16,382.9328,346.0344,-2.9761
34,17,381.8037,263.2792,-0.5128
35,1,254.9693,420.6631,-1.8247
35,2,261.9288,277.6369,-1.3198
35,3,378.2029,210.1479,-0.5821
35,4,516.8552,176.8710,0.0420
35,5,657.4626,328.3307,1.0633
35,6,615.3235,461.0637,1.8594
35,7,534.8985,576.7836,2.4656
35,8,397.0574,553.9435,-3.0272
35,9,463.8029,284.5526,-0.5045
35,10,522.7659,221.4506,-0.0778
35,11,564.3293,335.7666,1.6835
35,12,582.6432,422.8224,1.8371
35,13,495.0544,451.5111,1.6547
35,14,416.0241,435.1434,2.3354
35,15,305.2649,443.9072,-1.5038
35,16,382.9960,345.9326,-2.9716
35,17,381.9035,263.1008,-0.5200
36,1,255.4032,420.9706,-1.7689
36,2,261.7446,277.4728,-1.2803
36,3,378.1543,210.2346,-0.5100
36,4,517.2770,176.7218,0.0596
36,5,657.5013,328.4355,1.1049
36,6,615.1993,460.5440,1.9159
36,7,535.3307,576.7321,2.5068
36,8,396.9812,553.9517,-3.0091
36,9,463.8489,284.6690,-0.5061
36,10,522.4091,221.4899,-0.0601
36,11,564.4069,335.8377,1.6877
36,12,582.5208,422.9116,1.8492
36,13,495.0107,451.5273,1.6640
36,14,416.0502,435.2108,2.3449
36,15,305.4597,443.6531,-1.4911
36,16,383.0129,345.8418,-2.9665
36,17,381.9289,263.0746,-0.5117
37,1,255.7309,421.1976,-1.7182
37,2,261.6029,277.6748,-1.2248
37,3,377.3605,209.9323,-0.4440
37,4,518.0165,176.6058,0.0850
37,5,657.6492,328.3716,1.1816
37,6,615.1130,460.2128,1.9602
37,7,535.8453,576.3034,2.5752
37,8,396.6784,554.1559,-2.9618
37,9,463.9526,284.3508,-0.4644
37,10,522.0707,221.5759,-0.0375
37,11,564.4490,335.8760,1.6913
37,12,582.4549,422.9596,1.8581
37,13,494.9871,451.5360,1.6710
37,14,416.0820,435.2773,2.3557
37,15,305.5648,443.5164,-1.4818
37,16,382.9326,346.1710,-2.9751
37,17,381.8514,263.5273,-0.4535
38,1,255.9732,421.3553,-1.6749
38,2,260.7256,278.3445,-1.1638
38,3,377.8062,209.8175,-0.3900
38,4,518.6894,176.1279,0.1283
38,5,657.5630,328.2614,1.2522
38,6,615.0153,460.4812,2.0029
38,7,536.3903,576.2548,2.6465
38,8,396.8371,554.4485,-2.9114
38,9,464.0482,283.8837,-0.4021
38,10,521.2628,221.9025,-0.0165
38,11,564.4716,335.8963,1.6940
38,12,582.3342,422.2273,1.8595
38,13,494.9745,451.5406,1.6761
38,14,416.1540,435.3793,2.3729
38,15,305.1407,443.5523,-1.4317
38,16,382.8257,346.3629,-2.9803
38,17,381.7901,263.9712,-0.3898
39,1,256.1764,421.4750,-1.6361
39,2,260.0038,278.9697,-1.0923
39,3,378.4090,209.9940,-0.3409
39,4,519.1977,175.4329,0.1811
39,5,657.3216,328.0220,1.3196
39,6,615.2012,460.9558,2.0510
39,7,536.8535,576.2053,2.7167
39,8,397.0579,554.7059,-2.8632
39,9,464.1462,283.3443,-0.3268
39,10,520.0295,222.3108,0.0027
39,11,564.1429,335.8000,1.7405
39,12,582.3776,421.6169,1.8568
39,13,494.9678,451.5431,1.6797
39,14,416.3385,435.5885,2.4106
39,15,304.5430,444.1879,-1.3752
39,16,382.6983,345.9196,-2.9516
39,17,381.7591,264.4077,-0.3219
40,1,256.4073,421.5900,-1.5948
40,2,259.5239,279.4135,-1.0223
40,3,378.7701,210.0825,-0.2937
40,4,519.5469,174.9088,0.2415
40,5,657.0176,327.8338,1.3855
40,6,615.4099,461.3912,2.0970
40,7,537.2734,576.2246,2.7868
40,8,397.2757,554.8965,-2.8209
40,9,464.2383,282.8532,-0.2527
40,10,518.7682,222.8337,0.0300
40,11,563.7100,335.6768,1.8063
40,12,582.4349,421.0307,1.8526
40,13,494.9643,451.5444,1.6820
40,14,416.4870,435.7462,2.4454
40,15,304.0293,444.7802,-1.3173
40,16,382.5604,345.5698,-2.9198
40,17,381.7582,264.7859,-0.2570
41,1,256.6505,421.6957,-1.5522
41,2,259.2158,279.7244,-0.9517
41,3,378.9853,210.1718,-0.2492
41,4,519.2467,174.5791,0.3132
41,5,656.6813,327.7026,1.4507
41,6,615.4036,461.8593,2.1414
41,7,537.6495,576.3625,2.8573
41,8,397.5470,555.0141,-2.7871
41,9,464.3788,282.5975,-0.1722
41,10,518.0200,223.3422,0.0954
41,11,563.0494,335.4910,1.8700
41,12,582.8159,420.3913,1.8609
41,13,495.3224,451.5020,1.7270
41,14,416.5673,435.8315,2.4694
41,15,303.5823,445.2137,-1.2573
41,16,382.0797,345.4234,-2.8813
41,17,381.7691,265.0474,-0.2047
42,1,256.9194,421.7962,-1.5070
