t0,t1,t2,t3,t4,t5
1.363429922875180333e-01,9.914114630657333560e-02,1.053374679507343009e-01,1.448644293054879850e-01,8.808870957452411554e-01,1.661273160466545207e+01
1.369264722884896701e-01,9.893217396278670972e-02,1.051154348354607776e-01,1.454843768065202103e-01,8.803740650494179532e-01,1.657934254301494903e+01
1.407968544950536360e-01,9.939908514462834910e-02,1.056115279661676565e-01,1.495966579009944952e-01,8.795602379009892502e-01,1.654428199156891921e+01
1.455540859497983508e-01,9.984544111366280839e-02,1.060857811832668363e-01,1.546512163216607894e-01,8.787399246742966241e-01,1.650418607178318453e+01
1.506033266914053592e-01,1.000247226915192827e-01,1.062762678597392874e-01,1.600160346096182740e-01,8.780691021289581677e-01,1.643529740829531960e+01
1.574245289613423748e-01,1.003073221190233649e-01,1.065765297514623122e-01,1.672635620214261709e-01,8.771924073030546998e-01,1.636315024242733429e+01
1.654645136413225859e-01,1.003248906695842074e-01,1.065951963364332872e-01,1.758060457439052648e-01,8.759648445809006256e-01,1.630311110266778840e+01
1.727850315442618356e-01,9.996736724096715043e-02,1.062153276935276780e-01,1.835840960157782142e-01,8.744623650664671288e-01,1.626643919373981717e+01
1.804340421900644253e-01,9.922781114414051806e-02,1.054295493406492840e-01,1.917111698269433062e-01,8.725507969173820211e-01,1.624682203845101469e+01
1.889382678322331921e-01,9.817909373411518037e-02,1.043152870924973774e-01,2.007469095717476781e-01,8.700628603417024376e-01,1.626238920457710790e+01
1.933839068771991687e-01,9.518795934058102426e-02,1.011372067993674129e-01,2.054704010570241324e-01,8.683788645859078503e-01,1.629042927421472342e+01
1.944784304216401194e-01,9.302067351806699025e-02,9.883446561294623178e-02,2.066333323229925523e-01,8.665415046175924951e-01,1.633937226647555008e+01
1.936524882051757213e-01,8.996641694541482326e-02,9.558931800450326532e-02,2.057557687179989714e-01,8.647976528954751663e-01,1.643262110154234179e+01
1.886346606381272550e-01,8.607322968184026590e-02,9.145280653695538053e-02,2.004243269280102102e-01,8.643037037671678080e-01,1.655156384153437088e+01
1.880244536144088929e-01,8.340860932791770155e-02,8.862164741091260733e-02,1.997759819653093516e-01,8.662939930621126328e-01,1.661226029311638897e+01
1.895584133536265814e-01,8.189228426451060361e-02,8.701055203104260394e-02,2.014058141882283937e-01,8.688985484349257549e-01,1.665136922195287283e+01
1.963006951573943171e-01,8.124010491691205371e-02,8.631761147421905533e-02,2.085694886047311236e-01,8.699601882647112205e-01,1.661108582472405004e+01
2.023046609365763415e-01,7.976542082954923840e-02,8.475075963139597213e-02,2.149487022451121443e-01,8.710979564491667659e-01,1.657075920774313360e+01
2.076557624485752540e-01,7.630241654032789145e-02,8.107131757409835604e-02,2.206342476016112109e-01,8.725357760020548969e-01,1.653749361224801717e+01
2.088275661899387514e-01,7.065441634924506109e-02,7.507031737107291991e-02,2.218792890768100934e-01,8.756070694406241639e-01,1.651442170967782630e+01
2.125926922335487357e-01,6.613247945464832689e-02,7.026575942056384472e-02,2.258797354981451899e-01,8.773932607165138009e-01,1.656578256052102205e+01
2.133329754963433356e-01,6.411678900053634222e-02,6.812408831306999979e-02,2.266662864648648912e-01,8.778742340611372930e-01,1.665403938732097089e+01
2.084847470710255446e-01,6.423584933992716739e-02,6.825058992367263877e-02,2.215150437629646307e-01,8.768103994658084099e-01,1.675382601142279881e+01
2.058193721163506240e-01,6.411994138313263647e-02,6.812743771957827099e-02,2.186830828736223142e-01,8.755947913278565586e-01,1.686677033461061015e+01
2.028211273192132846e-01,6.572137438300786061e-02,6.982896028194604532e-02,2.154974477766641028e-01,8.737948377619949580e-01,1.696539577726537473e+01
2.014365820041644495e-01,6.754583127291510780e-02,7.176744572747248418e-02,2.140263683794246807e-01,8.717094060369894315e-01,1.706494468947309784e+01
2.064511759330716623e-01,6.921742499217241329e-02,7.354351405418324550e-02,2.193543744288885267e-01,8.695234275893752862e-01,1.718813726068990988e+01
2.146254617095977313e-01,7.077802494291376978e-02,7.520165150184593417e-02,2.280395530664477144e-01,8.664303024222795857e-01,1.729406841025792119e+01
2.241987684500647282e-01,7.249307418446147844e-02,7.702389132099043967e-02,2.382111914781938899e-01,8.655818586913831547e-01,1.728351722815222402e+01
2.338725254106360785e-01,7.561370421498550543e-02,8.033956072842217411e-02,2.484895582488006460e-01,8.649464288324324457e-01,1.725531111640544424e+01
2.449230648293784784e-01,7.947026495518824674e-02,8.443715651488750695e-02,2.602307563812142899e-01,8.645463798604019479e-01,1.728636112716858619e+01
2.538514899165021377e-01,8.326465353071799136e-02,8.846869437638797684e-02,2.697172080362837954e-01,8.642904867584298989e-01,1.734231169151253127e+01
2.638299715677469570e-01,8.667982028414350504e-02,9.209730905190235961e-02,2.803193447907308400e-01,8.642401935836276916e-01,1.742286481592399028e+01
2.731810606001742192e-01,9.005695433437187203e-02,9.568551398027011490e-02,2.902548768876849761e-01,8.640642445929099802e-01,1.751429775602606398e+01
2.816085251815549362e-01,9.362995481576599777e-02,9.948182699175130150e-02,2.992090580054018178e-01,8.644365079039186828e-01,1.760363764712006329e+01
2.900550639987897195e-01,9.681050383007837323e-02,1.028611603194581614e-01,3.081835054987138167e-01,8.648727346954482309e-01,1.769797732682820168e+01
2.955037500534817285e-01,9.996824245604241099e-02,1.062162576095449923e-01,3.139727344318241076e-01,8.649642911355083230e-01,1.780717913527030305e+01
3.008747432549513379e-01,1.030768597775144763e-01,1.095191635136091440e-01,3.196794147083858451e-01,8.648117321672426083e-01,1.792538006938614714e+01
3.059186663585604649e-01,1.060683985563454779e-01,1.126976734661171153e-01,3.250385830059707160e-01,8.644796959854125218e-01,1.804983876212696003e+01
3.112209703375504732e-01,1.094925960464490367e-01,1.163358832993520720e-01,3.306722809836473154e-01,8.637095806798156250e-01,1.820975585236770300e+01
3.156486856496332760e-01,1.136880633550135244e-01,1.207935673147019773e-01,3.353767285027355327e-01,8.625376921748985071e-01,1.839749253637534920e+01
3.193438455922149033e-01,1.170207917093192274e-01,1.243345911911516444e-01,3.393028359417283313e-01,8.610304386106221175e-01,1.860343537920904211e+01
3.243924610473394865e-01,1.209848470092452222e-01,1.285463999473230312e-01,3.446669898627981454e-01,8.594955106197595951e-01,1.880477988435077208e+01
3.286784384771987422e-01,1.242820858003387402e-01,1.320497161628599592e-01,3.492208408820234866e-01,8.578481973564991980e-01,1.900219233292141041e+01
3.339349640479789549e-01,1.279174333393356955e-01,1.359122729230441695e-01,3.548058993009778339e-01,8.562704487310639490e-01,1.917862838822797755e+01
3.380633273175738251e-01,1.310349621216020111e-01,1.392246472542020830e-01,3.591922852749221406e-01,8.551956190799429036e-01,1.933913107322993241e+01
3.399262667420395734e-01,1.328691702752760051e-01,1.411734934174807554e-01,3.611716584134171404e-01,8.553645338819578781e-01,1.948170104504412592e+01
3.431560811168230529e-01,1.351552366701408714e-01,1.436024389620246255e-01,3.646033361866244382e-01,8.547264644100769360e-01,1.963562087645976106e+01
3.460464347700392129e-01,1.372689076351688298e-01,1.458482143623668625e-01,3.676743369431664799e-01,8.541456415283605885e-01,1.977760184297059709e+01
3.482428480907594492e-01,1.389014435681257820e-01,1.475827837911335705e-01,3.700080260964317413e-01,8.536701759839075976e-01,1.989423153712274583e+01
3.501917501056854842e-01,1.403508816429611672e-01,1.491228117456461499e-01,3.720787344872910074e-01,8.533784679167136789e-01,1.998711788528012789e+01
3.517474491942200188e-01,1.413814934136209123e-01,1.502178367519722002e-01,3.737316647688588289e-01,8.531619950062793167e-01,2.005790178009340252e+01
3.528682725522449548e-01,1.420634129881610530e-01,1.509423762999211327e-01,3.749225395867602506e-01,8.530110532154663305e-01,2.010838403167762323e+01
3.535152602824982448e-01,1.424544166806058776e-01,1.513578177231437449e-01,3.756099640501545101e-01,8.529187759209565511e-01,2.014003490145084285e+01
3.538733109310988612e-01,1.427003289467444480e-01,1.516190995059158997e-01,3.759903928642925330e-01,8.528613160377304103e-01,2.015749135802357017e+01
3.540792793053123555e-01,1.428467720543579456e-01,1.517746953077552530e-01,3.762092342618945096e-01,8.528274344536137530e-01,2.016677309489754677e+01
3.541963884319387357e-01,1.429313617901849798e-01,1.518645719020714213e-01,3.763336627089345909e-01,8.528081345305430494e-01,2.017162525354585512e+01
3.542604046611677604e-01,1.429778921019017324e-01,1.519140103582704848e-01,3.764016799524907975e-01,8.527977407139154531e-01,2.017408739164190834e+01
3.542921354631287101e-01,1.430011295932682447e-01,1.519387001928476089e-01,3.764353939295744245e-01,8.527927034342659418e-01,2.017526866624852389e+01
3.544812203643573634e-01,1.429601214842531054e-01,1.518951290770189644e-01,3.766362966371297194e-01,8.527280481301039439e-01,2.017652091222936406e+01
3.551352456295879256e-01,1.427745326007685278e-01,1.516979408883165348e-01,3.773311984814370912e-01,8.524932809969344438e-01,2.017920482357454759e+01
3.559340185102416454e-01,1.425382815481242016e-01,1.514469241448819226e-01,3.781798946671318662e-01,8.522003074228217123e-01,2.018204171166253147e+01
3.568597960534883873e-01,1.422565146644682865e-01,1.511475468309975978e-01,3.791635333068313352e-01,8.518544294956790219e-01,2.018510682577681337e+01
3.576083075410653178e-01,1.418477032052595510e-01,1.507131846555881949e-01,3.799588267623820181e-01,8.514277695508535304e-01,2.018607852930191271e+01
3.570989333712067948e-01,1.410424159558444912e-01,1.498575669530846366e-01,3.794176167069071015e-01,8.507790954619739443e-01,2.017817493248441707e+01
3.565000346597959613e-01,1.400988129798054482e-01,1.488549887910433078e-01,3.787812868260336252e-01,8.500158285271970371e-01,2.017225695128228580e+01
3.519732102150608943e-01,1.388658599961019868e-01,1.475449762458581615e-01,3.739715358535019019e-01,8.499927956594531819e-01,2.015403376873904406e+01
3.441599492226622425e-01,1.367792258136692474e-01,1.453279274270236343e-01,3.656699460490787645e-01,8.498425656645114401e-01,2.013528047664514631e+01
3.320722039997283659e-01,1.331278236052044484e-01,1.414483125805297836e-01,3.528267167497114998e-01,8.494596153232752966e-01,2.006035977861417408e+01
3.188759640565264064e-01,1.293568026679757788e-01,1.374416028347243135e-01,3.388057118100593623e-01,8.489601442897413142e-01,1.997937830247710522e+01
3.048171135425163936e-01,1.253583837978667348e-01,1.331932827852333467e-01,3.238681831389235155e-01,8.480981384468342377e-01,1.990441693513628962e+01
2.916000444952734916e-01,1.203051263741481136e-01,1.278241967725323724e-01,3.098250472762280050e-01,8.470451270614710593e-01,1.984223908045463958e+01
2.780616577428047798e-01,1.147649496585408380e-01,1.219377590121995952e-01,2.954405113517303283e-01,8.459665685862812756e-01,1.978582778168513912e+01
2.676751686794864860e-01,1.088714068657851836e-01,1.156758697948966352e-01,2.844048667219541970e-01,8.461256768010971818e-01,1.975063454859115097e+01
2.567266711523493727e-01,1.049909636814456843e-01,1.115528989115360803e-01,2.727720880993710351e-01,8.483439029946029386e-01,1.974634751168475333e+01
2.433530332801903950e-01,1.024785718209701019e-01,1.088834825597806977e-01,2.585625978602022479e-01,8.513992904622171842e-01,1.979236955008867938e+01
2.314597883302197956e-01,1.007358511396755779e-01,1.070318418359053197e-01,2.459260251008584253e-01,8.531828366437228528e-01,1.984710352823589474e+01
2.192665195255471267e-01,1.004067226087078935e-01,1.066821427717521559e-01,2.329706769958937995e-01,8.545292330143853254e-01,1.992477392913477274e+01
2.062089758523841243e-01,1.004456376851471655e-01,1.067234900404687575e-01,2.190970368431581772e-01,8.559590343807365054e-01,2.002022495202881203e+01
1.939483929826083530e-01,1.009170654490991192e-01,1.072243820396678871e-01,2.060701675440216873e-01,8.572685583838635104e-01,2.012005252071510597e+01
1.819223072633988914e-01,1.019017825107939590e-01,1.082706439177186786e-01,1.932924514673613481e-01,8.582079434284219932e-01,2.026199367994245293e+01
1.682736687765724604e-01,1.029011925649562370e-01,1.093325171002660634e-01,1.787907730751083779e-01,8.586488239026139890e-01,2.045141333163593345e+01
1.569540203289611635e-01,1.052667007675796851e-01,1.118458695655533963e-01,1.667636465995213091e-01,8.581321521044281697e-01,2.065549751335485951e+01
1.461055278472491725e-01,1.076916535806629049e-01,1.144223819294545169e-01,1.552371233377025372e-01,8.574283042368275876e-01,2.083251414719778438e+01
1.350845864542354058e-01,1.082922687618259605e-01,1.150605355594401108e-01,1.435273731076250892e-01,8.567386339255372851e-01,2.097349705321934721e+01
1.301954812918975635e-01,1.099104644070434122e-01,1.167798684324836134e-01,1.383326988726409912e-01,8.572723361855458801e-01,2.116081897097818398e+01
1.291753865335841522e-01,1.129876366807482518e-01,1.200493639732950618e-01,1.372488481919332259e-01,8.583087146124752653e-01,2.136776571258265278e+01
1.222721171353172293e-01,1.112545638527689257e-01,1.182079740935669532e-01,1.299141244562745101e-01,8.598410614969953514e-01,2.147059302334536568e+01
1.183707580068174003e-01,1.080267039416516334e-01,1.147783729380047746e-01,1.257689303822435711e-01,8.625559062714107661e-01,2.151600303173461270e+01
1.116728291297637427e-01,1.035431167086258708e-01,1.100145615029148316e-01,1.186523809503742255e-01,8.652908607184813805e-01,2.153799325737454851e+01
1.025324298472173740e-01,1.000072948746112411e-01,1.062577508042744923e-01,1.089407067126685613e-01,8.670361980552512282e-01,2.160107151064822517e+01
1.031600158449158811e-01,1.009536813510443637e-01,1.072632864354847587e-01,1.096075168352234480e-01,8.682022572189680432e-01,2.175911810516250355e+01
1.071621806178032071e-01,1.005582031691314576e-01,1.068430908672020341e-01,1.138598169064156951e-01,8.697562066066900632e-01,2.196820853669048290e+01
1.116309579321560358e-01,9.922088610601195735e-02,1.054221914876377064e-01,1.186078928029158513e-01,8.712562287250195103e-01,2.214142941818301580e+01
1.140963916071879580e-01,9.775000698510766250e-02,1.038593824216768879e-01,1.212274160826371239e-01,8.723527755454499877e-01,2.228907808028753479e+01
1.165203215007660220e-01,9.861115251058548414e-02,1.047743495424969667e-01,1.238028415945637145e-01,8.725242071635114227e-01,2.241162677825678884e+01
1.190963471599831569e-01,1.013065844493610951e-01,1.076382459774461176e-01,1.265398688574820296e-01,8.719192719471967612e-01,2.251480044981105877e+01
1.195992025885768556e-01,1.046931336247709093e-01,1.112364544763191354e-01,1.270741527503628510e-01,8.711051720360228900e-01,2.260031465439463361e+01
1.166299210470760767e-01,1.076983376835107392e-01,1.144294837887302324e-01,1.239192911125182039e-01,8.700980889496777726e-01,2.272015657089367480e+01
1.167671895349673972e-01,1.116686351312953379e-01,1.186479248270013165e-01,1.240651388809026062e-01,8.683699352882040534e-01,2.287760198999188432e+01
1.187003180443065437e-01,1.163913626615408758e-01,1.236658228278872396e-01,1.261190879220756011e-01,8.663877564928941233e-01,2.307367903021632927e+01
1.205118571875620076e-01,1.202824952644056533e-01,1.278001512184310517e-01,1.280438482617845541e-01,8.649267302182840345e-01,2.322505202330196994e+01
1.225911456555721646e-01,1.238561658819116451e-01,1.315971762495312947e-01,1.302530922590454665e-01,8.634553655270891248e-01,2.334435679908184014e+01
1.252675678895801836e-01,1.266457051796049393e-01,1.345610617533302411e-01,1.330967908826790613e-01,8.628764136601402290e-01,2.341612324460630035e+01
1.255047185627617412e-01,1.289936363269710839e-01,1.370557385974068842e-01,1.333487634729343119e-01,8.625325288406996416e-01,2.347809649908663587e+01
1.236107909518818077e-01,1.310636169707836141e-01,1.392550930314575552e-01,1.313364653863743625e-01,8.621084627328743366e-01,2.355346029647685313e+01
1.198727224473664921e-01,1.325079846311255360e-01,1.407897336705709601e-01,1.273647676003269447e-01,8.617958922746226103e-01,2.365347505347451218e+01
1.168322835755441352e-01,1.335588922651669008e-01,1.419063230317398061e-01,1.241343012990154121e-01,8.615969486891773554e-01,2.376589131913759445e+01
1.146268769658332631e-01,1.344329095310434208e-01,1.428349663767335964e-01,1.217910567761978230e-01,8.614444614188078164e-01,2.385461782440973622e+01
1.131540743831417756e-01,1.350726419924392629e-01,1.435146821169667464e-01,1.202262040320880715e-01,8.613556975971695673e-01,2.392562387120161205e+01
1.128968526216002355e-01,1.355964049639309110e-01,1.440711802741766190e-01,1.199529059104501028e-01,8.613356006175051371e-01,2.399210802892898897e+01
1.131493333217652997e-01,1.359717452804553306e-01,1.444699793604839466e-01,1.202211666543758356e-01,8.612691497156343967e-01,2.405349337599795234e+01
1.133362712671494299e-01,1.362633962661267406e-01,1.447798585327595422e-01,1.204197882213458581e-01,8.611656106470680916e-01,2.409691507754300943e+01
1.133200597484058797e-01,1.360849567385203629e-01,1.445902665346780747e-01,1.204025634826814267e-01,8.611918452003718416e-01,2.412904242284745138e+01
1.131545327618087432e-01,1.359417149024414462e-01,1.444380720838439325e-01,1.202266910594215893e-01,8.612183395679766651e-01,2.415221545061616126e+01
1.129187340053052074e-01,1.357881621068128819e-01,1.442749222384887564e-01,1.199761548806367317e-01,8.612349724822825348e-01,2.416820568982123518e+01
1.126735076223332049e-01,1.356035236750189887e-01,1.440787439047077345e-01,1.197156018487286755e-01,8.612441146987289686e-01,2.418037030084897765e+01
1.123941720605448474e-01,1.353863714518780126e-01,1.438480196676204526e-01,1.194188078143287590e-01,8.612319773468257722e-01,2.419048029799827759e+01
1.121607730713972406e-01,1.351062557166106681e-01,1.435503966988988522e-01,1.191708213883595630e-01,8.611963189900428972e-01,2.419816400494376296e+01
1.120160236540157089e-01,1.348438744679620327e-01,1.432716166222096077e-01,1.190170251323916101e-01,8.611572410251799869e-01,2.420439725259002728e+01
1.120155668547033745e-01,1.346352430514328180e-01,1.430499457421473553e-01,1.190165397831221689e-01,8.611207963376014130e-01,2.420916785830599238e+01
1.121507528146287319e-01,1.345071998044071182e-01,1.429138997921828302e-01,1.191601748655432974e-01,8.610927431688496503e-01,2.421206891459994992e+01
1.123258311040549323e-01,1.344251168136504082e-01,1.428266866145035396e-01,1.193461955480581704e-01,8.610834898168897578e-01,2.421346053934025377e+01
1.126232582221322331e-01,1.343306104428197423e-01,1.427262735954961115e-01,1.196622118610154994e-01,8.610561653725370412e-01,2.421817479878092882e+01
1.129899248908934895e-01,1.342068090179530104e-01,1.425947345815751499e-01,1.200517951965743985e-01,8.610961722304170118e-01,2.422115522602976867e+01
1.133831552732025433e-01,1.341064538213205537e-01,1.424881071851530900e-01,1.204696024777777291e-01,8.611543631921382280e-01,2.422228910375591937e+01
1.138283765811202997e-01,1.340207614647444812e-01,1.423970590562911032e-01,1.209426501174402924e-01,8.612290206947865734e-01,2.422232778612454496e+01
1.162459117661437252e-01,1.339481426401245845e-01,1.423199015551324942e-01,1.235112812515276465e-01,8.609928772022802379e-01,2.421936945598679358e+01
1.243685325986829543e-01,1.342240560674486105e-01,1.426130595716641747e-01,1.321415658861006259e-01,8.603946957266780382e-01,2.420395465856210393e+01
1.346072532864570348e-01,1.317022956567187875e-01,1.399336891352638279e-01,1.430202066168607400e-01,8.589955624757774633e-01,2.411496031207694912e+01
1.394588200786846532e-01,1.244433637540492549e-01,1.322210739886772457e-01,1.481749963336019826e-01,8.567439593042620594e-01,2.397466451567097678e+01
1.435471878736336027e-01,1.189072132703811180e-01,1.263389140997798754e-01,1.525188871157358295e-01,8.538314061132923349e-01,2.384331239338614239e+01
1.477125496796304061e-01,1.148116344278724554e-01,1.219873615796145810e-01,1.569445840346074261e-01,8.502102436912972738e-01,2.374577138256798037e+01
1.503446498057944003e-01,1.123423519570276863e-01,1.193637489543420555e-01,1.597411904186568365e-01,8.457194069897808753e-01,2.364071430268823093e+01
1.532600266252665544e-01,1.100239321266813231e-01,1.169004278845989092e-01,1.628387782893455926e-01,8.407773097867516920e-01,2.350642079539216311e+01
1.536905567361759040e-01,1.102450118258205825e-01,1.171353250649345146e-01,1.632962165321871773e-01,8.362017577059818185e-01,2.336472335744888440e+01
1.550059194342559010e-01,1.117576705801189285e-01,1.187425249913764413e-01,1.646937893988968948e-01,8.327448394074858928e-01,2.323511827389427253e+01
1.588062022198601375e-01,1.143628519417471678e-01,1.215105301881065636e-01,1.687315898586015661e-01,8.310178061767495850e-01,2.310342460898834815e+01
1.661245126141267237e-01,1.166916720202478691e-01,1.239849015215134520e-01,1.765072946525094999e-01,8.300433675750652496e-01,2.300497826899565723e+01
1.730262609656230410e-01,1.184530832272487760e-01,1.258564009289518670e-01,1.838404022759744516e-01,8.294836816995888595e-01,2.293010358671152105e+01
1.799611751577095964e-01,1.205501461742436720e-01,1.280845303101339760e-01,1.912087486050663698e-01,8.290342184013766991e-01,2.287376360579942869e+01
1.908512521200754763e-01,1.228853018968761313e-01,1.305656332654310248e-01,2.027794553775800479e-01,8.287808967750236455e-01,2.284218047284588593e+01
2.021427286874427354e-01,1.269999020571561943e-01,1.349373959357286767e-01,2.147766492304078734e-01,8.285602826391629261e-01,2.285206126586917463e+01
2.151867282504084100e-01,1.310276191567630311e-01,1.392168453540607309e-01,2.286358987660590258e-01,8.281887954691843357e-01,2.287544712906389677e+01
2.284682634819489022e-01,1.345083964631735851e-01,1.429151712421220521e-01,2.427475299495706340e-01,8.277635857036615974e-01,2.290830750490158252e+01
2.398096581331143895e-01,1.374462130093088152e-01,1.460366013223904635e-01,2.547977617664339278e-01,8.276968961516183443e-01,2.294983429501705530e+01
2.491489947869635069e-01,1.399685369760758635e-01,1.487165705370805668e-01,2.647208069611487469e-01,8.278421165117826330e-01,2.299297648679057815e+01
2.585604743938491601e-01,1.418863805812585754e-01,1.507542793675873960e-01,2.747205040434647083e-01,8.271693768155148341e-01,2.302156566706372587e+01
2.670613931533773466e-01,1.435221438591315068e-01,1.524922778503273180e-01,2.837527302254634898e-01,8.260651133028710236e-01,2.303711133649875009e+01
2.767297969110850686e-01,1.454439208728073307e-01,1.545341659273578028e-01,2.940254092180279444e-01,8.248223125178981707e-01,2.305828320615063731e+01
2.852337737219083347e-01,1.464825567153319463e-01,1.556377165100402971e-01,3.030608845795275119e-01,8.236938190037054186e-01,2.309357681545458263e+01
2.907988698918915760e-01,1.472548028524747754e-01,1.564582280307544593e-01,3.089737992601347960e-01,8.232560444344534378e-01,2.313746491309643005e+01
2.946536514552065000e-01,1.468214165608744404e-01,1.559977550959292247e-01,3.130695046711572394e-01,8.230446624500908914e-01,2.316888782619841436e+01
3.001920325292152802e-01,1.476129102995982212e-01,1.568387171933231794e-01,3.189540345622914330e-01,8.220359636827704319e-01,2.317781374934563132e+01
3.092969716809383374e-01,1.489439349094620613e-01,1.582529308413033187e-01,3.286280324109969175e-01,8.211806141456360342e-01,2.319511327964434599e+01
3.190259948032419524e-01,1.503517698701441196e-01,1.597487554870281601e-01,3.389651194784445987e-01,8.204726749775264061e-01,2.323291575143572629e+01
3.267347925641992945e-01,1.507704893455465434e-01,1.601936449296430809e-01,3.471557170994616914e-01,8.198476667079784841e-01,2.327418588643251240e+01
3.335414466283961876e-01,1.498478526474741335e-01,1.592133434379411072e-01,3.543877870426707100e-01,8.194161056931986709e-01,2.336096316648634641e+01
3.398826991553071664e-01,1.497754114464632802e-01,1.591363746618671693e-01,3.611253678525139232e-01,8.194617643743892232e-01,2.347051431060662097e+01
3.457279118041736710e-01,1.500100797026870381e-01,1.593857096841049537e-01,3.673359062919343554e-01,8.204578564775205640e-01,2.361582434956698506e+01
3.521309311625831495e-01,1.498100707420000344e-01,1.591732001633751059e-01,3.741391143602447733e-01,8.214693279790122871e-01,2.376537181384821196e+01
3.555426789047765879e-01,1.492100465327686476e-01,1.585356744410668373e-01,3.777640963363251836e-01,8.221346402852275359e-01,2.391678039772220998e+01
3.592887031603344550e-01,1.470850374646380243e-01,1.562778523061778557e-01,3.817442471078554833e-01,8.239589337594834806e-01,2.405581368975437684e+01
3.641148022315058852e-01,1.452914167697911541e-01,1.543721303179031168e-01,3.868719773709752285e-01,8.261089149999124581e-01,2.420711545902074491e+01
3.684822875464831560e-01,1.432698382739308052e-01,1.522242031660513140e-01,3.915124305181383324e-01,8.279122011347457288e-01,2.435644675891446198e+01
3.718394511594404483e-01,1.401369972185145807e-01,1.488955595446716795e-01,3.950794168569056741e-01,8.299771819752803648e-01,2.450201343291737288e+01
3.719103498184012646e-01,1.384488260401932069e-01,1.471018776677051054e-01,3.951547466820516386e-01,8.312457433508532167e-01,2.465444391950601499e+01
3.702494349287953068e-01,1.374008682433518758e-01,1.459884225085613108e-01,3.933900246118451349e-01,8.317260571910550793e-01,2.480027302031486514e+01
3.682695035945813822e-01,1.363843792440655178e-01,1.449084029468195589e-01,3.912863475692423543e-01,8.319043961830313583e-01,2.494534542164810631e+01
3.674268711895553596e-01,1.360304118961291886e-01,1.445323126396373392e-01,3.903910506389027257e-01,8.320773363999920402e-01,2.506633019191805545e+01
3.660476336905338357e-01,1.362131452460595138e-01,1.447264668239382490e-01,3.889256107961924780e-01,8.325803919955314658e-01,2.513657031578325629e+01
