Step,mean_alignment
0,0.4633240035604811
1,0.46382319404755007
2,0.464354873360726
3,0.4664947609264454
4,0.468243463298855
5,0.46947376441541794
6,0.47106214478701225
7,0.4779708485753287
8,0.4793802021208247
9,0.4803231609718509
10,0.48062212684891287
11,0.4812872048313591
12,0.48183310993933937
13,0.4836812884482531
14,0.4842981485451445
15,0.4846621340512833
16,0.4848306180219455
17,0.4848158662869449
18,0.4846313261046609
19,0.48310834588984314
20,0.4827271470312461
21,0.4800960896967604
22,0.47677700109496485
23,0.47286995158192596
24,0.4697399277282781
25,0.46625610803511836
26,0.463440157525341
27,0.4619832687844282
28,0.46032841357951315
29,0.45807665410396
30,0.4566188735703324
31,0.45602649427137787
32,0.45430420616780176
33,0.4517645314893122
34,0.4500031218618492
35,0.44703707822833855
36,0.44692740300403555
37,0.44894919977169007
38,0.4508322660921684
39,0.44896028139991084
40,0.4496725493897287
41,0.45246938226284533
42,0.45594332639013396
43,0.46659170553762974
44,0.464532693564586
45,0.46268435245173367
46,0.4610076586963799
47,0.4594036620319319
48,0.45964631215838553
49,0.4623718543610545
50,0.4633737974222294
51,0.4938576651486798
52,0.49792016277381507
53,0.5006694220065735
54,0.5029100978989455
55,0.5055372923394076
56,0.5104520143168378
57,0.5166662469066872
58,0.521697955652543
59,0.5260735867732466
60,0.5300377899873062
61,0.5342747156015002
62,0.5388256637139187
63,0.5421035054187252
64,0.545190688723203
65,0.5487455548805233
66,0.5630758299696764
67,0.5872102473683524
68,0.5889301402136808
69,0.5808888457985905
70,0.5812073953136946
71,0.5815586655039872
72,0.5819199302673818
73,0.582227283949274
74,0.6063311686321271
75,0.6064279126972669
76,0.6064746391978044
77,0.6064975106180487
78,0.606490941551601
79,0.6064965747988716
80,0.6064967186994932
81,0.6065916888457631
82,0.6069083612488329
83,0.6073242593809502
84,0.6078140989159608
85,0.6082017915067658
86,0.6078746264221895
87,0.6235479859364045
88,0.634179813249354
89,0.6317960365505003
90,0.6268031486880717
91,0.6197768243437418
92,0.6147109767918407
93,0.6090025418654486
94,0.6027338763857548
95,0.6006689098723619
96,0.596528805143544
97,0.5952837447671501
98,0.6216172118383122
99,0.6219128450933029
100,0.6213771823503826
101,0.6204039362534678
102,0.6191391904244957
103,0.6099079336049862
104,0.6074251965150826
105,0.6042895188602572
106,0.6006638483495024
107,0.5982986491904034
108,0.596454053574546
109,0.5953750235865346
110,0.5961375281499709
111,0.5649358755378515
112,0.5655777005864698
113,0.5660665297074216
114,0.5665099867860454
115,0.5670562450981689
116,0.6000388258338497
117,0.5989575590252867
118,0.5968880121813095
119,0.5939680160392091
120,0.5576343078879775
121,0.554850127881076
122,0.5521669059384441
123,0.550637309535116
124,0.5495504545862753
125,0.5492449103144058
126,0.5487714095827771
127,0.5480946236697909
128,0.5473390580363376
129,0.5081542788178096
130,0.5074984554842628
131,0.4983186769356635
132,0.4980892012827616
133,0.49800567772780996
134,0.49796521666599036
135,0.49800507623696705
136,0.4980224403037705
137,0.4980312986432409
138,0.4980325407283298
139,0.49801262818448677
140,0.49798005774582826
141,0.4979624223091843
142,0.4979980348703927
143,0.4980776007808706
144,0.49818360170318315
145,0.4983719508627992
146,0.4986397508674751
147,0.49895491655723895
148,0.4993179944792124
149,0.49995736867491064
150,0.5025249652849679
151,0.5065912414638012
152,0.508891858878366
153,0.5340166840172094
154,0.5355705463656882
155,0.5352464527205819
156,0.5359786192626056
157,0.5354267446536866
158,0.535278232500679
159,0.558964691699757
160,0.5599814472300212
161,0.5612963760007
162,0.5629723691238476
163,0.566385801460876
164,0.6049268334105258
165,0.6124789453660402
166,0.6203764936458115
167,0.6272301801739394
168,0.6328306908840441
169,0.6380731475445808
170,0.6423664348164756
171,0.6462183220573409
172,0.6496975676811916
173,0.621864882785559
174,0.6230647647566013
175,0.6243680852742385
176,0.6285173176283594
177,0.633966163501366
178,0.6372282137037992
179,0.6393147689638765
180,0.642045268981579
181,0.6439226596915972
182,0.6449648248569106
183,0.6442050562702354
184,0.645004944619379
185,0.629971122400493
186,0.6298164548639984
187,0.6282341396422844
188,0.6252731791041605
189,0.6215584398809179
190,0.6182058552080698
191,0.6155490552048228
192,0.6132183264996942
193,0.6122638239380737
194,0.6117260647985244
195,0.6114127875490579
196,0.6111692145562906
197,0.6109965665420013
198,0.6108961372100572
199,0.6108486866502516
200,0.6108137636080377
201,0.6105323340360508
202,0.6091532206100518
203,0.6075240152245152
204,0.6194589417988615
205,0.6175453649783461
206,0.614891506526549
207,0.5956003752290275
208,0.5929102681078697
209,0.5904442591665089
210,0.588528398876084
211,0.5881932975083999
212,0.5879543389189463
213,0.5869746485609791
214,0.5829788499698112
215,0.5782113910233888
216,0.5747884613210542
217,0.5723727195324902
218,0.571208163562714
219,0.5714093677758081
220,0.5710922051606819
221,0.5713884656948491
222,0.5710597869165083
223,0.5703704890644412
224,0.5694766268625093
225,0.5684316276037558
226,0.5679709426272536
227,0.5681877232077454
228,0.5690168116790977
229,0.570590618060729
230,0.56979139498978
231,0.5676158916864374
232,0.5654936295890411
233,0.5652019478470292
234,0.5641688189415489
235,0.5624674664989436
236,0.5357331278301699
237,0.5340563919422552
238,0.5113341939019067
239,0.5095765570102972
240,0.5077752722720178
241,0.5019831928097435
242,0.4749637640900107
243,0.4731838398471106
244,0.46958094596919964
245,0.4683505084523891
246,0.46701455072392717
247,0.4660882436467008
248,0.46533744316660763
249,0.46468483329963967
250,0.4641589017343689
251,0.46375149967684887
252,0.48958745325452085
253,0.48904856600263263
254,0.48869656090740354
255,0.4885514024177734
256,0.4885798314167694
257,0.48862464317960874
258,0.48853786676831007
259,0.48834017534964
260,0.48807744153440924
261,0.48780330178641085
262,0.48754600875377
263,0.48731769460929847
264,0.48706939833696206
265,0.4868929978993454
266,0.4867872859119253
267,0.4866830519572378
268,0.4867210566699511
269,0.48756868542271703
270,0.48840371858711934
271,0.49010758399434046
272,0.4936727534710773
273,0.49568634520091476
274,0.49660127703348306
275,0.4980369253578325
276,0.5309318972709862
277,0.5342464283011287
278,0.5380061144573492
279,0.5405343570955818
280,0.5388551450010974
281,0.5403373325316683
282,0.5426320231677447
283,0.5443113900249259
284,0.5449758102076219
285,0.5460620234981404
286,0.5487295236522993
287,0.5535389551566158
288,0.5510294429131748
289,0.5558174064812079
290,0.5606412909994384
291,0.565305914881784
292,0.5700178273562571
293,0.5822343454507649
294,0.5860500530758354
295,0.5891170229121514
296,0.5936097762652683
297,0.5983640587090977
298,0.6035244276083047
299,0.6090141241375167
300,0.6236476749753104
301,0.6184075640760452
302,0.620145339273594
303,0.6211197121892922
304,0.6212267009761929
305,0.6225246911172466
306,0.618289762530173
307,0.6181258372544275
308,0.6172017717432106
309,0.616624785569319
310,0.6163042113715861
311,0.6157720030979944
312,0.6154221524006093
313,0.5714998819430005
314,0.5712002806661494
315,0.5710797258079882
316,0.5712029724051734
317,0.571456366190375
318,0.571759025896267
319,0.5721172198169359
320,0.5725061290083575
321,0.5729019494806643
322,0.5732762708426877
323,0.5737566387964249
324,0.5742537389947835
325,0.5747476246228301
326,0.5750142953046575
327,0.5746283511196195
328,0.5741205592108778
329,0.5733518596543501
330,0.6134643255602303
331,0.6105801313399102
332,0.6074915923315737
333,0.6027379235731243
334,0.5957478274107587
335,0.5917194333884089
336,0.5894503630566973
337,0.5860695085050369
338,0.5818466167509416
339,0.5772639827316596
340,0.5738260334472833
341,0.5709573472293971
342,0.5673951237009264
343,0.5634763893104529
344,0.5702876759219273
345,0.566828401826815
346,0.5620854604316967
347,0.55714157355096
348,0.552614987620083
349,0.5486048486767326
350,0.5445851904453792
351,0.5410956438458839
352,0.5374574490475759
353,0.5344597650923187
354,0.5338201919427484
355,0.5339395324954976
356,0.5336427658528562
357,0.5106210885262947
358,0.5068036170869884
359,0.5067173413603964
360,0.5036507906838699
361,0.5024738009828854
362,0.47702068150608135
363,0.4769288621486374
364,0.4767674611022881
365,0.4767643625004395
366,0.47675154757101373
367,0.5002673126289876
368,0.5005477820939108
369,0.5001500055154031
370,0.4996035250865019
371,0.4994757934574378
372,0.49937429751603885
373,0.49925070383293774
374,0.4992019154184028
375,0.4990858389686452
376,0.49903681359743574
377,0.4990742210055287
378,0.4990248843362616
379,0.49891015930276184
380,0.4987648969524998
381,0.4986133670115793
382,0.4984733963713506
383,0.49829893046242063
384,0.49816776504059573
385,0.49808134933760434
386,0.4979971423979437
387,0.4978989997843154
388,0.49816212501089874
389,0.49862179226198106
390,0.499909906092762
391,0.5018776400336665
392,0.5053460894259544
393,0.5106342544560983
394,0.5119369597399271
395,0.5379918259056362
396,0.5407542005002656
397,0.543828613735364
398,0.5462914030944637
399,0.5481420649484617
400,0.5478549712589345
401,0.5473497616333868
402,0.5465655947758967
403,0.5460647923244414
404,0.5456655607958533
405,0.5367647716795484
406,0.5368035855290613
407,0.5382801162090575
408,0.5426648724301004
409,0.5449244416894449
410,0.5668173946952411
411,0.568944098570587
412,0.572314962982239
413,0.6037492979000971
414,0.6049719361439095
415,0.6047824141663942
416,0.6043891011742841
417,0.6054722150031958
418,0.6094971303598268
419,0.6139832996371227
420,0.6194465441446713
421,0.6008266744354824
422,0.605283401384693
423,0.6076624065999147
424,0.6084799700839851
425,0.6093685550182153
426,0.6108256806078175
427,0.6112970836397232
428,0.6113658371470642
429,0.6110146436177196
430,0.6111293413050772
431,0.6112777410113824
432,0.6114384878401837
433,0.6116264268873159
434,0.6120851572813915
435,0.6123861904427335
436,0.6126958072076187
437,0.6129748871512917
438,0.6132120572455128
439,0.6134453552502235
440,0.6136913146823586
441,0.6139776111831923
442,0.6142290210999387
443,0.6144159290053307
444,0.6145775354375607
445,0.6147414409526265
446,0.6149119652354124
447,0.6146175317926699
448,0.6139598374870472
449,0.6128589395607963
450,0.6106207374644599
451,0.6081226309035347
452,0.5965311657892108
453,0.6011944204099785
454,0.597653664647403
455,0.5941115216739636
456,0.5923968183770754
457,0.5879145395530013
458,0.5832217511046247
459,0.5809090490880521
460,0.5778883745643677
461,0.5618208981776411
462,0.5567026466594707
463,0.5517177978527529
464,0.548506050381013
465,0.5463723075275556
466,0.5537142022926332
467,0.5500466978934297
468,0.5471576686577653
469,0.5456336780032022
470,0.5434317072504885
471,0.5355166157359317
472,0.5569994883175109
473,0.5540979460587022
474,0.552156817520012
475,0.5509297545772297
476,0.5279381740716529
477,0.5289711485051294
478,0.5285235842210991
479,0.5293502558837657
480,0.5287290307153701
481,0.5277858580643472
482,0.5261225023078703
483,0.522596275041954
484,0.545356606034509
485,0.5452182737983585
486,0.5452602104617026
487,0.5454368686060016
488,0.5453261999738994
489,0.5443168787296665
490,0.5430618261850761
491,0.5419252287334946
492,0.5408768219494733
493,0.540118280769334
494,0.539662271232011
495,0.5394499690228677
496,0.5393545114441703
497,0.5393702798430926
498,0.5393737941289637
499,0.5393848012487663
500,0.5393693606653458
501,0.5393407852154309
502,0.5393290529356596
503,0.5393426538822393
504,0.5393305307639508
505,0.5393199409574235
506,0.5393194962954455
507,0.5392505215727531
508,0.5397812406478345
509,0.5410248102587649
510,0.5429044727170498
511,0.5137152424110281
512,0.5174394461510862
513,0.5538183738858429
514,0.5573936803872792
515,0.5601859252771922
516,0.5623648260351055
517,0.5669835585969024
518,0.5725768800070067
519,0.5746562245103499
520,0.5752497264651129
521,0.5755960242996387
522,0.575653062272414
523,0.6125178392646495
524,0.6027107898875262
525,0.6007015046911114
526,0.5988013692729508
527,0.5690740173648033
528,0.5680892997552986
529,0.5749505028555615
530,0.5771301552370914
531,0.578468818005009
532,0.5793678324324544
533,0.579861596152996
534,0.5787840130311191
535,0.578987602588114
536,0.5815977340645839
537,0.584802135747379
538,0.587450736791921
539,0.5902136924634134
540,0.5921207411959888
541,0.5935655166345244
542,0.5937239304746543
543,0.5862802656838482
544,0.5834203350660543
545,0.5821216730709508
546,0.5807948801615404
547,0.5791400756512975
548,0.5766764281029172
549,0.5740574615260448
550,0.5711469787263919
551,0.569001901234617
552,0.5679521002708975
553,0.5675355406470357
554,0.5670695292934423
555,0.5667852569353715
556,0.5666152147872596
557,0.5665073377421095
558,0.5664730214235997
559,0.5664260661905672
560,0.5664115492119853
561,0.5665036166867942
562,0.5668883011240451
563,0.5673598195789057
564,0.5674986326274872
565,0.567627358718959
566,0.567749227697344
567,0.5678974688616524
568,0.5680222422043084
569,0.56898868825325
570,0.5695390959497156
571,0.5688050383612233
572,0.5699086144566677
573,0.5702701626372334
574,0.5671197123456111
575,0.5649003869873988
576,0.5775928356074015
577,0.582564077127866
578,0.6247440566452936
579,0.6086345698310759
580,0.6087260327769332
581,0.6113416483011961
582,0.6146560241325596
583,0.617223093110789
584,0.6191263369728253
585,0.6210787580311351
586,0.6215787369094696
587,0.6455015691545131
588,0.6307316100219801
589,0.6279652971622363
590,0.6234471543158943
591,0.6177845591599157
592,0.6125634513901372
593,0.6080953421833295
594,0.603937115701864
595,0.6005398028294839
596,0.5974443756685873
597,0.5939015879213221
598,0.5897805852016998
599,0.5852391957380244
600,0.582545104833907
601,0.5820808612323386
602,0.5820147407525917
603,0.579783250006341
604,0.5771605668810201
605,0.5750882369059661
606,0.5652909251229374
607,0.5629964797457214
608,0.5603227536128452
609,0.5570661764217913
610,0.5541424373168286
611,0.5524638201930835
612,0.5506345023053455
613,0.5490245072620303
614,0.5476578409002766
615,0.5465471864524598
616,0.5464529532487258
617,0.5464707797259059
618,0.5465080987312103
619,0.5465448635328665
620,0.5465635974063772
621,0.5465674630958903
622,0.5464267451349072
623,0.5459555899173385
624,0.5455389204880393
625,0.5451153308774489
626,0.5446627806552023
627,0.5441892502954176
628,0.5436134216534343
629,0.5422036277659801
630,0.542460741346175
631,0.5424278575462945
632,0.5439153739523965
633,0.5452940961594122
634,0.5452140864063388
635,0.5491007788378915
636,0.5537413899348118
637,0.557423082916149
638,0.5588089528445884
639,0.582413007420974
640,0.5781852394146236
641,0.5725387643934307
642,0.5672180019964612
643,0.562755045456977
644,0.5589753851038931
645,0.5566894489497557
646,0.547305856789122
647,0.5436543701776996
648,0.541297556169857
649,0.5399247114580233
650,0.5394835279595102
651,0.538576411221703
652,0.5383341951645871
653,0.5388317997087994
654,0.5404285581966529
655,0.5438848646931433
656,0.5501725792092612
657,0.56091889503552
658,0.5679247459519681
659,0.569558382844611
660,0.5689735368468058
661,0.5690340803139238
662,0.5678487856269646
663,0.5671441117278517
664,0.5618379929494108
665,0.5604135508384874
666,0.5568866941686493
667,0.5545359661801174
668,0.5538378282678401
669,0.5551194352170468
670,0.5730920315150402
671,0.5734151795472058
672,0.5734147952512423
673,0.5736431830678779
674,0.5724379462266683
675,0.5715385497128708
676,0.5710319945736284
677,0.5708699271110992
678,0.5707936525515251
679,0.5710352195767919
680,0.5712152604070787
681,0.5706000349891532
682,0.5695767290885376
683,0.5685745448345765
684,0.5673151918270133
685,0.5664144289293443
686,0.5659741233547926
687,0.5659973284184401
688,0.5665139995122198
689,0.5662273367305621
690,0.5656931347501813
691,0.565325132838069
692,0.5659524368802529
693,0.5666659066684003
694,0.5651965372436802
695,0.5641128844257962
696,0.5664199220683752
697,0.5693320817892376
698,0.5718306757619345
699,0.5725666554487774
700,0.5664429196129346
701,0.5737604454175286
702,0.5812882844459302
703,0.586265086806667
704,0.5922173589626619
705,0.597420446770725
706,0.6019224146463336
707,0.606818202084208
708,0.610365503814012
709,0.6215860798402204
710,0.62130307427285
711,0.6198126810527649
712,0.6233924147420888
713,0.6211099376976862
714,0.6169140097352491
715,0.6061171702952125
716,0.597488620719428
717,0.5893964920305722
718,0.5921139996805465
719,0.5895291559798828
720,0.5843062008562039
721,0.5800093026933766
722,0.5768773004698897
723,0.5737908693915639
724,0.5713707974531799
725,0.5682005413483411
726,0.5666543848427924
727,0.5656693304792351
728,0.5651333349490442
729,0.5484955655209032
730,0.5490498660456179
731,0.5498692858157185
732,0.5507238834308147
733,0.5516077639792982
734,0.5523346112412824
735,0.5528991229464645
736,0.5532582446981572
737,0.5534314191798078
738,0.5535060741592344
739,0.5534974107727361
740,0.5534878611868183
741,0.5535846121937361
742,0.5542315762193688
743,0.5698570482751187
744,0.5703290959757852
745,0.5707027027101103
746,0.5709159442430064
747,0.5709137215991229
748,0.5711608018313554
749,0.5715861587150353
750,0.5729143384121945
751,0.5739010380187587
752,0.5739443719175094
753,0.5670033075333
754,0.5665993484653242
755,0.572922137888347
756,0.5698808507878784
757,0.5661857167400699
758,0.5633764186114445
759,0.5608528176328533
760,0.5597589628372406
761,0.5562193237332469
762,0.5815586127395841
763,0.5788407840412616
764,0.5949972574795136
765,0.591912674644587
766,0.5713229342073801
767,0.5684218652900707
768,0.5754321240826086
769,0.5751808142317352
770,0.5750646710446985
771,0.5737515270268683
772,0.5347536351157904
773,0.5288448639768298
774,0.5260731342883713
775,0.520645992213826
776,0.5154283089605569
777,0.5055568373905386
778,0.5087871195790388
779,0.5133332195566891
780,0.5111832490418045
781,0.5095010984358798
782,0.5090980478282152
783,0.5088005262348403
784,0.5092042863462382
785,0.5092502530896732
786,0.5087766277154233
787,0.5084061463189259
788,0.5081065248806116
789,0.5075912037368749
790,0.5069234545859829
791,0.5071790890883768
792,0.5336608229301437
793,0.5325878349614396
794,0.531895049516652
795,0.531809420728362
796,0.5317567287456142
797,0.5317648988088455
798,0.5317434434735655
799,0.531747294754358
800,0.5317575118560418
801,0.5317402031987083
802,0.5333137584776888
803,0.5353470485929093
804,0.5376208160555102
805,0.5393703346666117
806,0.5408328799094272
807,0.5421168199265608
808,0.5437125543766218
809,0.5452597746781158
810,0.5469372407782386
811,0.5189586033700586
812,0.520923609285703
813,0.5214747274784464
814,0.5179846407020083
815,0.5159473773835911
816,0.5460602794674753
817,0.5475043342275379
818,0.5530012272469549
819,0.5600880822006618
820,0.5689602961891611
821,0.581384089509419
822,0.591958113415017
823,0.6012430475235027
824,0.6081431032537599
825,0.611511516156348
826,0.5965644640336811
827,0.5978152303031654
828,0.5989470893185554
829,0.5980920798776941
830,0.6120318598178807
831,0.6087186057000629
832,0.6047264258375747
833,0.5973404422315879
834,0.5933283985902601
835,0.5906089059017935
836,0.5884554962373512
837,0.5873967687455481
838,0.5876055408948538
839,0.5883385568805444
840,0.5882761808092294
841,0.5871360380026742
842,0.5855955660414628
843,0.5836912002479969
844,0.5817859002792563
845,0.5796124222381224
846,0.5768053667891231
847,0.5741567444307083
848,0.5726638880345396
849,0.572756049849081
850,0.5737911503943766
851,0.5756107979181504
852,0.577233800661426
853,0.5794623492849484
854,0.5813442855628367
855,0.5825794279124581
856,0.5833619330315793
857,0.5838163210440959
858,0.5840838281872464
859,0.5842432520263774
860,0.5843380597824778
861,0.5843999054442964
862,0.5844251108836257
863,0.5844506378491998
864,0.5844416853065111
865,0.5848790620459914
866,0.5854225770437318
867,0.5860071587266849
868,0.5866238761595346
869,0.5872139571318935
870,0.5877803389317412
871,0.5882339555022041
872,0.5897103263044108
873,0.5914458444376265
874,0.5746016830993699
875,0.5740288317976406
876,0.5728374436145225
877,0.5700387897131984
878,0.5655457935476307
879,0.560413587886031
880,0.5547997214198025
881,0.5488893572023068
882,0.5437415997085803
883,0.537856600018157
884,0.5290408605618339
885,0.5162821872373887
886,0.5612305831797704
